model,n,n_features,kind,cv_scheme,scoring,score_mean,score_std,n_folds,permuted,n_trials,seconds,tuned_folds,mean_inner_best,best_params_fold0,target,block,chance,degenerate
xgboost,70,41780,classification,stratified_5fold_x5,balanced_accuracy,0.4742777777777778,0.0633761064139911,25,False,20,511.1,25,0.5304834054834056,"{'max_depth': 4.0, 'n_estimators': 200.0, 'learning_rate': 0.1477317633429356, 'subsample': 0.7644474598764522, 'colsample_bytree': 0.6112401049845391, 'min_child_weight': 6.0, 'reg_alpha': 0.0019237305096546497, 'reg_lambda': 0.0023699857324257566}",tox_infertility,expression,0.5,False
xgboost,70,41780,classification,stratified_5fold_x5,balanced_accuracy,0.4646111111111111,0.0895281871607835,25,True,20,581.1,25,0.529411976911977,"{'max_depth': 3.0, 'n_estimators': 100.0, 'learning_rate': 0.04747706132833779, 'subsample': 0.6537138133461678, 'colsample_bytree': 0.38730213289585425, 'min_child_weight': 2.0, 'reg_alpha': 0.0011298708754150179, 'reg_lambda': 0.020960708229877376}",tox_infertility,expression,0.5,
elastic_net,70,42416,classification,stratified_5fold_x5,balanced_accuracy,0.4379999999999999,0.0929305794267559,25,False,20,325.5,25,0.519512987012987,"{'C': 0.034828020870283326, 'l1_ratio': 0.6458941130666561}",tox_infertility,morphology+expression,0.5,False
elastic_net,70,42416,classification,stratified_5fold_x5,balanced_accuracy,0.4671111111111111,0.0951977474056561,25,True,20,316.8,25,0.529891774891775,"{'C': 0.03482844245246737, 'l1_ratio': 0.38899377833244414}",tox_infertility,morphology+expression,0.5,
sparse_plsda,70,42416,classification,stratified_5fold_x5,balanced_accuracy,0.4781111111111111,0.1106317995050627,25,False,20,14.5,25,0.5564321789321789,"{'n_components': 3.0, 'keep_x': 21.0}",tox_infertility,morphology+expression,0.5,False
sparse_plsda,70,42416,classification,stratified_5fold_x5,balanced_accuracy,0.4601111111111111,0.0975561883047057,25,True,20,14.5,25,0.5727092352092352,"{'n_components': 1.0, 'keep_x': 48.0}",tox_infertility,morphology+expression,0.5,
linear_svm,70,42416,classification,stratified_5fold_x5,balanced_accuracy,0.3867222222222222,0.126739184894232,25,False,20,14.3,25,0.4598773448773448,{'C': 0.0694535625742477},tox_infertility,morphology+expression,0.5,False
linear_svm,70,42416,classification,stratified_5fold_x5,balanced_accuracy,0.3818888888888889,0.0996370574127746,25,True,20,13.5,25,0.457049062049062,{'C': 1.2340780149707087e-05},tox_infertility,morphology+expression,0.5,
xgboost,70,42416,classification,stratified_5fold_x5,balanced_accuracy,0.4591666666666667,0.0832925826288731,25,False,20,555.1,25,0.5224170274170274,"{'max_depth': 4.0, 'n_estimators': 250.0, 'learning_rate': 0.12358960550136179, 'subsample': 0.5195938961271603, 'colsample_bytree': 0.3545262663187686, 'min_child_weight': 1.0, 'reg_alpha': 0.015295398277813725, 'reg_lambda': 0.003240794406053531}",tox_infertility,morphology+expression,0.5,False
xgboost,70,42416,classification,stratified_5fold_x5,balanced_accuracy,0.4682222222222222,0.0713551801090506,25,True,20,603.1,25,0.5267063492063493,"{'max_depth': 3.0, 'n_estimators': 150.0, 'learning_rate': 0.04884246274247253, 'subsample': 0.6222127960008014, 'colsample_bytree': 0.24307262528096776, 'min_child_weight': 1.0, 'reg_alpha': 0.4220057397195018, 'reg_lambda': 0.0039294251332449084}",tox_infertility,morphology+expression,0.5,
elastic_net,70,1660,classification,stratified_5fold_x5,balanced_accuracy,0.5262777777777778,0.1230978231898276,25,False,20,10.9,25,0.5607106782106781,"{'C': 0.2560161525002872, 'l1_ratio': 0.925596638292661}",tox_infertility,morphology+ecfp,0.5,False
elastic_net,70,1660,classification,stratified_5fold_x5,balanced_accuracy,0.4852222222222221,0.0480786392856074,25,True,20,7.0,25,0.5035281385281385,"{'C': 0.034828020870283326, 'l1_ratio': 0.6458941130666561}",tox_infertility,morphology+ecfp,0.5,
sparse_plsda,70,1660,classification,stratified_5fold_x5,balanced_accuracy,0.5075,0.1045581532325786,25,False,20,0.4,25,0.5681168831168831,"{'n_components': 1.0, 'keep_x': 5.0}",tox_infertility,morphology+ecfp,0.5,False
sparse_plsda,70,1660,classification,stratified_5fold_x5,balanced_accuracy,0.4342777777777777,0.0915839020303847,25,True,20,0.4,25,0.5072691197691197,"{'n_components': 1.0, 'keep_x': 6.0}",tox_infertility,morphology+ecfp,0.5,
linear_svm,70,1660,classification,stratified_5fold_x5,balanced_accuracy,0.5505,0.1643091973861445,25,False,20,0.5,25,0.5171176046176046,{'C': 0.00107141028186845},tox_infertility,morphology+ecfp,0.5,False
linear_svm,70,1660,classification,stratified_5fold_x5,balanced_accuracy,0.4212222222222222,0.1018126759674566,25,True,20,0.5,25,0.4717604617604617,{'C': 2.8280842728576074e-05},tox_infertility,morphology+ecfp,0.5,
xgboost,70,1660,classification,stratified_5fold_x5,balanced_accuracy,0.4523888888888889,0.0823652284899248,25,False,20,8.6,25,0.5212842712842712,"{'max_depth': 2.0, 'n_estimators': 350.0, 'learning_rate': 0.05301625223929667, 'subsample': 0.7865898335605542, 'colsample_bytree': 0.3040458143982555, 'min_child_weight': 2.0, 'reg_alpha': 3.003845922613053, 'reg_lambda': 0.01683462898928058}",tox_infertility,morphology+ecfp,0.5,False
xgboost,70,1660,classification,stratified_5fold_x5,balanced_accuracy,0.5053333333333333,0.0730726426996527,25,True,20,6.9,25,0.530966810966811,"{'max_depth': 2.0, 'n_estimators': 150.0, 'learning_rate': 0.06954241509602922, 'subsample': 0.7193007567311602, 'colsample_bytree': 0.9895364542533036, 'min_child_weight': 1.0, 'reg_alpha': 0.006847105576684045, 'reg_lambda': 0.0049407977325260895}",tox_infertility,morphology+ecfp,0.5,
elastic_net,70,1024,classification,stratified_5fold_x5,balanced_accuracy,0.6835151515151514,0.1122804520304965,25,False,20,6.3,25,0.6962698412698411,"{'C': 5.724531833353893, 'l1_ratio': 0.3973901898112274}",tox_liver_toxicity,ecfp,0.5,False
elastic_net,70,1024,classification,stratified_5fold_x5,balanced_accuracy,0.4632424242424243,0.0789727202379495,25,True,20,4.7,25,0.5193968253968254,"{'C': 60.53082080079022, 'l1_ratio': 0.3834415188257777}",tox_liver_toxicity,ecfp,0.5,
sparse_plsda,70,1024,classification,stratified_5fold_x5,balanced_accuracy,0.6105151515151515,0.1254796710310356,25,False,20,0.4,25,0.6315238095238095,"{'n_components': 1.0, 'keep_x': 16.0}",tox_liver_toxicity,ecfp,0.5,False
sparse_plsda,70,1024,classification,stratified_5fold_x5,balanced_accuracy,0.433969696969697,0.0759886415561324,25,True,20,0.4,25,0.5156349206349207,"{'n_components': 2.0, 'keep_x': 266.0}",tox_liver_toxicity,ecfp,0.5,
linear_svm,70,1024,classification,stratified_5fold_x5,balanced_accuracy,0.7045454545454546,0.1277025570105547,25,False,20,0.3,25,0.6955396825396827,{'C': 0.0694535625742477},tox_liver_toxicity,ecfp,0.5,False
linear_svm,70,1024,classification,stratified_5fold_x5,balanced_accuracy,0.4608181818181818,0.1372146040572024,25,True,20,0.4,25,0.491015873015873,{'C': 0.00034906373922989533},tox_liver_toxicity,ecfp,0.5,
xgboost,70,1024,classification,stratified_5fold_x5,balanced_accuracy,0.7017575757575757,0.1517402449199771,25,False,20,3.0,25,0.6706666666666667,"{'max_depth': 3.0, 'n_estimators': 150.0, 'learning_rate': 0.04884246274247253, 'subsample': 0.6222127960008014, 'colsample_bytree': 0.24307262528096776, 'min_child_weight': 1.0, 'reg_alpha': 0.4220057397195018, 'reg_lambda': 0.0039294251332449084}",tox_liver_toxicity,ecfp,0.5,False
xgboost,70,1024,classification,stratified_5fold_x5,balanced_accuracy,0.5078787878787879,0.0424502085038483,25,True,20,2.8,25,0.5108095238095237,"{'max_depth': 3.0, 'n_estimators': 300.0, 'learning_rate': 0.07768811685516967, 'subsample': 0.7724415914984484, 'colsample_bytree': 0.4812893194050143, 'min_child_weight': 4.0, 'reg_alpha': 0.0562793204741517, 'reg_lambda': 6.847663737979948}",tox_liver_toxicity,ecfp,0.5,
elastic_net,70,636,classification,stratified_5fold_x5,balanced_accuracy,0.4792121212121212,0.0594457411700004,25,False,20,6.5,25,0.5204603174603174,"{'C': 0.41359973938398914, 'l1_ratio': 0.5448831829968969}",tox_liver_toxicity,morphology,0.5,False
elastic_net,70,636,classification,stratified_5fold_x5,balanced_accuracy,0.4732727272727273,0.0763210920447885,25,True,20,5.7,25,0.5298571428571428,"{'C': 4.665954567021848, 'l1_ratio': 0.8700121482468192}",tox_liver_toxicity,morphology,0.5,
sparse_plsda,70,636,classification,stratified_5fold_x5,balanced_accuracy,0.4629090909090909,0.1426454568307509,25,False,20,0.3,25,0.5457142857142858,"{'n_components': 1.0, 'keep_x': 19.0}",tox_liver_toxicity,morphology,0.5,False
sparse_plsda,70,636,classification,stratified_5fold_x5,balanced_accuracy,0.4506969696969696,0.1314004037882018,25,True,20,0.3,25,0.5073174603174604,"{'n_components': 1.0, 'keep_x': 149.0}",tox_liver_toxicity,morphology,0.5,
linear_svm,70,636,classification,stratified_5fold_x5,balanced_accuracy,0.4155151515151515,0.0980508198285673,25,False,20,0.5,25,0.5033968253968254,{'C': 0.009238119916812988},tox_liver_toxicity,morphology,0.5,False
linear_svm,70,636,classification,stratified_5fold_x5,balanced_accuracy,0.4692424242424242,0.1189466317041207,25,True,20,0.5,25,0.5335555555555554,{'C': 0.03916395733732694},tox_liver_toxicity,morphology,0.5,
xgboost,70,636,classification,stratified_5fold_x5,balanced_accuracy,0.4981818181818182,0.0089072354283024,25,False,20,5.3,25,0.5107619047619048,"{'max_depth': 3.0, 'n_estimators': 300.0, 'learning_rate': 0.07768811685516967, 'subsample': 0.7724415914984484, 'colsample_bytree': 0.4812893194050143, 'min_child_weight': 4.0, 'reg_alpha': 0.0562793204741517, 'reg_lambda': 6.847663737979948}",tox_liver_toxicity,morphology,0.5,False
xgboost,70,636,classification,stratified_5fold_x5,balanced_accuracy,0.5127272727272727,0.0495489295417447,25,True,20,7.3,25,0.5183809523809524,"{'max_depth': 3.0, 'n_estimators': 150.0, 'learning_rate': 0.04884246274247253, 'subsample': 0.6222127960008014, 'colsample_bytree': 0.24307262528096776, 'min_child_weight': 1.0, 'reg_alpha': 0.4220057397195018, 'reg_lambda': 0.0039294251332449084}",tox_liver_toxicity,morphology,0.5,
elastic_net,70,41780,classification,stratified_5fold_x5,balanced_accuracy,0.6822121212121212,0.140371264250788,25,False,20,338.2,25,0.7213968253968254,"{'C': 0.41359973938398914, 'l1_ratio': 0.5448831829968969}",tox_liver_toxicity,expression,0.5,False
elastic_net,70,41780,classification,stratified_5fold_x5,balanced_accuracy,0.4949696969696969,0.0890277244505598,25,True,20,304.3,25,0.5354444444444444,"{'C': 0.034828020870283326, 'l1_ratio': 0.6458941130666561}",tox_liver_toxicity,expression,0.5,
sparse_plsda,70,41780,classification,stratified_5fold_x5,balanced_accuracy,0.5987272727272728,0.1115616092292094,25,False,20,14.8,25,0.6381428571428571,"{'n_components': 1.0, 'keep_x': 15.0}",tox_liver_toxicity,expression,0.5,False
sparse_plsda,70,41780,classification,stratified_5fold_x5,balanced_accuracy,0.5361818181818182,0.0964629943271709,25,True,20,15.8,25,0.5575555555555556,"{'n_components': 2.0, 'keep_x': 15.0}",tox_liver_toxicity,expression,0.5,
linear_svm,70,41780,classification,stratified_5fold_x5,balanced_accuracy,0.689878787878788,0.1202892672075359,25,False,20,18.6,25,0.6953174603174602,{'C': 0.0694535625742477},tox_liver_toxicity,expression,0.5,False
linear_svm,70,41780,classification,stratified_5fold_x5,balanced_accuracy,0.473,0.1265752678801621,25,True,20,20.0,25,0.4574444444444444,{'C': 0.0694535625742477},tox_liver_toxicity,expression,0.5,
xgboost,70,41780,classification,stratified_5fold_x5,balanced_accuracy,0.5165151515151515,0.051547227090824,25,False,20,543.1,25,0.510079365079365,"{'max_depth': 3.0, 'n_estimators': 300.0, 'learning_rate': 0.07768811685516967, 'subsample': 0.7724415914984484, 'colsample_bytree': 0.4812893194050143, 'min_child_weight': 4.0, 'reg_alpha': 0.0562793204741517, 'reg_lambda': 6.847663737979948}",tox_liver_toxicity,expression,0.5,False
xgboost,70,41780,classification,stratified_5fold_x5,balanced_accuracy,0.5,0.0,25,True,20,584.1,25,0.5023809523809524,"{'max_depth': 3.0, 'n_estimators': 300.0, 'learning_rate': 0.07768811685516967, 'subsample': 0.7724415914984484, 'colsample_bytree': 0.4812893194050143, 'min_child_weight': 4.0, 'reg_alpha': 0.0562793204741517, 'reg_lambda': 6.847663737979948}",tox_liver_toxicity,expression,0.5,
elastic_net,70,42416,classification,stratified_5fold_x5,balanced_accuracy,0.6753939393939393,0.137733876562683,25,False,20,354.6,25,0.7168253968253968,"{'C': 0.41359973938398914, 'l1_ratio': 0.5448831829968969}",tox_liver_toxicity,morphology+expression,0.5,False
elastic_net,70,42416,classification,stratified_5fold_x5,balanced_accuracy,0.4822424242424242,0.1061277017208213,25,True,20,329.6,25,0.5358412698412698,"{'C': 0.034828020870283326, 'l1_ratio': 0.6458941130666561}",tox_liver_toxicity,morphology+expression,0.5,
sparse_plsda,70,42416,classification,stratified_5fold_x5,balanced_accuracy,0.6053939393939394,0.1122512186488604,25,False,20,14.6,25,0.6402222222222222,"{'n_components': 1.0, 'keep_x': 15.0}",tox_liver_toxicity,morphology+expression,0.5,False
sparse_plsda,70,42416,classification,stratified_5fold_x5,balanced_accuracy,0.5361818181818182,0.0964629943271709,25,True,20,15.8,25,0.5578571428571428,"{'n_components': 2.0, 'keep_x': 15.0}",tox_liver_toxicity,morphology+expression,0.5,
linear_svm,70,42416,classification,stratified_5fold_x5,balanced_accuracy,0.6836666666666668,0.1180621149800904,25,False,20,18.9,25,0.6896349206349206,{'C': 0.0694535625742477},tox_liver_toxicity,morphology+expression,0.5,False
linear_svm,70,42416,classification,stratified_5fold_x5,balanced_accuracy,0.4826969696969697,0.1228235088452893,25,True,20,19.1,25,0.4508730158730158,{'C': 0.0694535625742477},tox_liver_toxicity,morphology+expression,0.5,
xgboost,70,42416,classification,stratified_5fold_x5,balanced_accuracy,0.5116666666666666,0.0399999999999999,25,False,20,570.6,25,0.5133333333333333,"{'max_depth': 3.0, 'n_estimators': 300.0, 'learning_rate': 0.07768811685516967, 'subsample': 0.7724415914984484, 'colsample_bytree': 0.4812893194050143, 'min_child_weight': 4.0, 'reg_alpha': 0.0562793204741517, 'reg_lambda': 6.847663737979948}",tox_liver_toxicity,morphology+expression,0.5,False
xgboost,70,42416,classification,stratified_5fold_x5,balanced_accuracy,0.4981818181818182,0.0089072354283024,25,True,20,609.2,25,0.5041904761904762,"{'max_depth': 3.0, 'n_estimators': 300.0, 'learning_rate': 0.07768811685516967, 'subsample': 0.7724415914984484, 'colsample_bytree': 0.4812893194050143, 'min_child_weight': 4.0, 'reg_alpha': 0.0562793204741517, 'reg_lambda': 6.847663737979948}",tox_liver_toxicity,morphology+expression,0.5,
elastic_net,70,1660,classification,stratified_5fold_x5,balanced_accuracy,0.6408181818181817,0.0995816132843603,25,False,20,10.5,25,0.648015873015873,"{'C': 3.131952252182865, 'l1_ratio': 0.984362574221411}",tox_liver_toxicity,morphology+ecfp,0.5,False
elastic_net,70,1660,classification,stratified_5fold_x5,balanced_accuracy,0.4709393939393939,0.0597653354111261,25,True,20,9.0,25,0.5115238095238095,"{'C': 0.9897819427037176, 'l1_ratio': 0.19326521865440732}",tox_liver_toxicity,morphology+ecfp,0.5,
sparse_plsda,70,1660,classification,stratified_5fold_x5,balanced_accuracy,0.5701515151515152,0.127969951707207,25,False,20,0.4,25,0.6388888888888888,"{'n_components': 2.0, 'keep_x': 191.0}",tox_liver_toxicity,morphology+ecfp,0.5,False
sparse_plsda,70,1660,classification,stratified_5fold_x5,balanced_accuracy,0.4601515151515151,0.1054210152197088,25,True,20,0.4,25,0.515063492063492,"{'n_components': 1.0, 'keep_x': 149.0}",tox_liver_toxicity,morphology+ecfp,0.5,
linear_svm,70,1660,classification,stratified_5fold_x5,balanced_accuracy,0.5940909090909091,0.1206424111505888,25,False,20,0.6,25,0.6019365079365079,{'C': 0.0694535625742477},tox_liver_toxicity,morphology+ecfp,0.5,False
linear_svm,70,1660,classification,stratified_5fold_x5,balanced_accuracy,0.4484848484848484,0.1287211948573724,25,True,20,0.6,25,0.4973174603174602,{'C': 0.0694535625742477},tox_liver_toxicity,morphology+ecfp,0.5,
xgboost,70,1660,classification,stratified_5fold_x5,balanced_accuracy,0.4961818181818181,0.0129640316145279,25,False,20,7.9,25,0.5127936507936508,"{'max_depth': 3.0, 'n_estimators': 300.0, 'learning_rate': 0.07768811685516967, 'subsample': 0.7724415914984484, 'colsample_bytree': 0.4812893194050143, 'min_child_weight': 4.0, 'reg_alpha': 0.0562793204741517, 'reg_lambda': 6.847663737979948}",tox_liver_toxicity,morphology+ecfp,0.5,False
xgboost,70,1660,classification,stratified_5fold_x5,balanced_accuracy,0.5128787878787878,0.0481999203654147,25,True,20,9.2,25,0.5172857142857142,"{'max_depth': 3.0, 'n_estimators': 150.0, 'learning_rate': 0.04884246274247253, 'subsample': 0.6222127960008014, 'colsample_bytree': 0.24307262528096776, 'min_child_weight': 1.0, 'reg_alpha': 0.4220057397195018, 'reg_lambda': 0.0039294251332449084}",tox_liver_toxicity,morphology+ecfp,0.5,
