,18β-Glycyrrhetinic acid,5-Fluorouracil,8-Hydroxyquinoline,AT7519,AZD-8055,AZD2858,Abiraterone acetate,Acetohexamide,Aliskiren,Alpelisib,Altretamine,Amsacrine,Aprepitant,Belumosudil,Bendamustine,Bergenin,Bexarotene,Binimetinib,Bortezomib,Bosentan (hydrate),Brivudine,Budesonide,Canagliflozin,Capivasertib,Capmatinib,Captopril,Celecoxib,Ciclopirox,Cilostazol,Clobetasol propionate,Clofarabine,Clotrimazole,Dabrafenib,Daidzin,Dapagliflozin,Digitoxin,Drospirenone,EX229,Encorafenib,Erdafitinib,Erythromycin,Fenofibrate,Filgotinib,Finasteride,Fluvoxamine (maleate),Gallic acid,Gemfibrozil,Glasdegib,Hexylresorcinol,Homoharringtonine,Idoxuridine,Infigratinib,Ipatasertib,Irinotecan,Ixazomib,LY-2584702 (tosylate salt),LY2090314,Larotrectinib sulfate,Lopinavir,MK-3903,Macitentan,Mebendazole,Medroxyprogesterone acetate,Menadione,Methotrexate,Mifepristone,Mozavaptan,Neratinib,Nevirapine,OTS514,Olanzapine,Omeprazole,Orlistat,PF-06260933,PH-797804,Paclitaxel,Pemetrexed,Pentagastrin,Pentamidine (isethionate),Pimozide,Ponatinib,Posaconazole,Pravastatin (sodium),Ralimetinib dimesylate,Raltitrexed,Rapamycin,Regorafenib,Relugolix,Retinoic acid,Ribociclib,Ritonavir,Rosiglitazone,Rucaparib (phosphate),Sapanisertib,Silodosin,Sonidegib,Sulfisoxazole,TAK-733,Tadalafil,Terfenadine,Tofacitinib,Tolcapone,Tomivosertib,Torkinib,Trametinib (DMSO_TF solvate),Tranilast,Triclosan,Trimetrexate,Valdecoxib,Vemurafenib,Vinblastine (sulfate),Vismodegib,Voriconazole,Vortioxetine,Zileuton,olaparib,palbociclib,venetoclax,Idarubicin (hydrochloride)
Cells_Correlation_RWC_Mito_DNA,0.0011896988,-0.839421,-0.33160123,1.4262768,0.8228156,2.7334824,0.48487926,0.3768958,0.28942773,0.44664916,0.16463837,0.36207318,0.13306911,0.6121946,-0.7230532,0.15973379,-0.41051292,-0.038859207,3.1880047,-0.30982962,0.03450009,-0.6287939,0.08181786,1.5408374,-0.90030193,0.029117053,-1.0101422,-1.4771696,-1.2219294,0.35621095,-0.251978,0.13259059,0.40684196,0.064669155,-0.25346926,1.6484162,-0.005070567,-0.643902,-2.8399432,0.8089259,-0.16495244,-0.13639618,0.8641377,-1.3267369,-0.0073234937,0.44835475,-0.06186242,-0.32935974,-0.063594915,3.8012817,0.73014134,-0.44940707,0.26836863,0.46698847,-0.21313262,0.32740164,-0.21378966,0.14571306,0.20807801,-1.2957121,-0.2264064,-3.3017628,-0.37195536,-0.40236935,-0.37842655,0.031003198,1.2824033,-0.20245557,0.56157404,1.4689838,-0.23064585,0.10854685,-0.4141985,0.3194,0.116220355,1.0418948,0.53160757,0.4535767,-0.14674948,-0.9155328,0.25421366,-0.29049093,0.57538843,1.6585432,-0.7427311,-1.1446398,0.050818164,0.039480466,0.1574869,-0.7899936,0.29003456,-0.3857034,-0.5727348,0.9728231,-0.50040156,0.14155047,0.23863687,1.0221579,0.5182093,0.4815625,0.6035174,0.23366882,-0.37390175,-1.8430519,0.96801,0.39360964,-0.1964771,0.32729653,0.2558501,-0.8422416,-3.4169667,0.11044244,-0.039585594,2.9410303,0.12356433,-1.7838014,-0.9295364,-0.07571804,17.960863
Cells_Correlation_RWC_Mito_ER,0.001164799,0.10707468,-1.061323,-0.3205981,0.5006549,0.7305293,0.72286254,-0.0848347,-0.09906968,-0.6613003,0.16747005,5.1188707,-0.38907322,0.6662886,-0.16099565,0.049616043,-0.06151977,-1.0525734,8.703696,-0.33136585,-0.4885992,-0.35461354,-0.40505672,1.444275,-0.0486206,-0.43890008,-0.032032046,1.9446226,0.69182897,0.87472516,0.41550052,-0.6508004,-0.49833694,-0.0037635118,-0.5468113,3.6198895,1.2989143,0.075911306,0.7302788,3.6500113,-0.5242141,-0.15141782,1.232172,0.28065374,0.86955947,0.12577647,-0.53826714,-0.49832883,-0.19707458,-0.079294465,-0.10799831,2.5821507,0.9586808,0.31920403,8.2958975,-0.046400886,1.2474269,-0.2537124,0.022639113,-0.06912335,0.09461808,-0.24105775,0.23574412,0.00858819,-0.38833523,-0.35201553,-1.6746416,1.5935141,0.011918972,-0.24910367,-0.41367888,-0.29092705,-0.32728004,-0.045057792,0.011266555,-1.292931,-0.52729064,0.061439898,-0.71254104,2.2975466,0.19189692,0.60886836,0.17448783,1.6973081,-0.025706887,0.5276007,-0.13724427,0.85365176,-0.13772199,-0.11618451,0.5688899,-0.28496727,-0.5286631,1.4444699,0.5901343,0.729328,-0.167911,-0.25298238,0.22565114,1.1050206,-0.60602146,-0.24859847,-0.18305588,1.0966403,-0.60013217,-0.36943856,0.0537318,-0.9894092,-0.072970115,0.35234693,1.2122622,-0.40873423,-0.06519568,2.0047028,-0.29239514,-0.94836146,-0.35012284,0.32501748,2.284856
Cells_Granularity_12_AGP,-0.1194719,0.5496147,-0.22923629,0.6714442,1.2529064,0.26954153,-0.20196511,-0.37934324,-0.52316284,-0.10507542,-0.33586094,0.86120605,0.37535486,0.71396464,-0.40172353,0.21080786,-0.5239549,0.112114705,4.1150475,-0.5226124,-0.39845547,-0.33132127,-0.59625417,-0.10101438,-0.20171045,-0.23880719,-0.59672534,0.21739991,0.2929406,0.1600871,-0.00063135225,-0.38853288,0.34804916,-0.22985238,-0.115869306,2.4376802,-0.37675032,0.05736796,4.7888293,0.7661012,-0.3927833,0.08687619,0.1770503,0.58271927,0.12680043,-0.2905058,-0.03815727,-0.031562787,-0.35910913,2.1103327,0.13349889,-0.61200553,0.38228998,0.5083044,5.459909,-0.50659513,0.52683085,-0.037995163,0.044981707,-0.33998212,-0.19662338,0.73295546,0.78371614,-0.40181386,0.5611689,-0.0092210965,1.7058758,1.4106745,-0.023577899,1.1061994,0.12078967,-0.11245823,-0.214993,1.0184778,0.046713233,2.1794798,0.04611889,-0.5924072,0.59121054,1.0964122,-0.17852926,0.35951427,-0.60040975,1.0654268,-0.11223344,-0.30192205,0.5355037,-0.44401264,-0.3846953,-0.20598455,-0.0775776,-0.06665065,0.14473651,0.9311423,0.18325828,0.21947409,-0.2128037,0.3983549,-0.033480402,-1.6894888,-0.074035205,-0.3159233,0.2248983,2.1932833,0.16018714,-0.073020376,-0.4626249,0.48110652,-0.16600253,-0.112357765,0.49033046,-0.3547431,0.048740614,-0.12459912,0.2998228,0.29176238,0.002026558,0.056811962,26.734354
Cells_Granularity_1_DNA,-0.25669843,1.9599141,0.6447328,-0.69721127,1.5396843,-0.37674507,0.017097274,0.09257531,-0.13728052,-0.8181369,-0.18287992,2.2081974,0.80227214,-0.62804323,0.57081044,-0.21196426,0.5885877,0.38894126,2.198123,0.18227936,0.093228586,1.5667413,0.31969616,-0.99830747,0.3691837,0.2390145,1.0441439,5.966821,0.5081506,0.5380712,5.9514976,1.0398108,-0.2649893,-0.39065894,-0.049161494,-2.0951786,1.3210946,1.6343845,1.146029,1.1094648,0.2751843,-0.1827088,3.892934,0.4294169,-0.25136757,0.14923775,-0.0068621985,0.63469285,-0.28431568,-2.0864782,4.1835246,-0.043886144,0.8077886,1.3123618,1.8847924,-0.35566035,0.7432596,0.01321806,0.011552851,1.4246105,0.024915755,4.148004,0.5652331,1.2227365,1.7363262,0.020575663,-1.1662568,0.47873935,-0.16422617,-1.5914103,-0.17343487,0.09374914,-0.060498994,-0.1902694,1.0616055,0.96755594,1.3771721,-0.19091208,1.3044496,-2.0062814,1.0339111,-1.0396,-0.18499601,-1.6609915,2.6817353,1.4266287,-0.62407947,-0.15931092,-0.1755874,3.3995705,-0.19227976,0.12005069,0.98554915,-0.91212773,0.74419,-0.5711345,-0.2840589,-0.8756936,-0.6174641,0.277396,-0.8328781,-0.038730558,-0.4827548,2.3004026,-0.8149279,-0.19635028,1.3129328,2.2339962,-0.24194591,0.9690264,1.630547,-0.26644564,-0.031664833,-3.8000786,-0.17228961,1.1364363,4.252485,1.2212778,11.347774
Cells_Granularity_2_AGP,-0.09839799,1.4005146,1.5286217,1.4031123,0.15518443,2.8376415,0.13796692,-0.50835365,-0.27632952,0.58643377,-0.33094817,0.31933472,0.15062237,0.51402926,-0.108064525,0.03738727,-0.8336597,0.6863737,5.091088,-0.15276001,-0.19044055,-0.8628356,0.21795654,-1.1000662,0.6539444,-0.0073804655,-0.21371163,0.42399564,1.2112677,0.29474714,-0.4122186,0.3117852,-1.0830017,-0.32868326,-0.59600216,1.7785302,-0.2849576,0.4862772,7.664934,2.2729065,-0.20439266,-0.4494771,0.16731898,0.8651883,0.032591145,0.28971085,0.1400571,-0.594765,-0.46391368,0.56459147,0.012598872,3.354726,0.4707649,0.6073833,2.0341744,-0.23406427,1.0256811,-0.17105861,-0.12602358,0.32394263,-0.21694511,0.076134525,0.40132007,0.2966407,2.5711968,-0.77233076,-0.6208739,7.394815,-0.0054368973,1.6284593,0.15008728,-0.23603864,0.21932323,1.2996048,0.77562934,-1.8716669,0.050207943,-0.3584421,1.1083837,3.6795886,16.142424,1.5238684,-0.20625947,2.5785687,0.09805494,-1.6412014,1.6465381,-0.12479869,-0.91938764,0.6235047,0.29638526,-0.5086997,-0.21864085,-0.1576968,0.12870185,0.5529297,-0.5843313,0.07786596,-0.6452236,12.943862,-0.34795,-0.6054712,0.15599976,2.1133623,0.12497607,-0.06151237,-0.0390477,-0.3276687,-0.36327103,0.7608075,0.19164045,0.69879484,-0.27083775,4.690393,-0.28272417,-0.65838253,0.3354713,0.46555868,13.001315
Cells_Granularity_2_ER,-0.31288943,1.5924867,-0.60771936,0.42483488,1.6857901,1.4181765,-0.307693,-0.3835484,-0.37604335,1.6765347,-0.072063945,-1.3322936,0.8893183,-0.6324373,0.20514548,0.27568245,-0.86682147,0.5467122,5.393103,-0.21785055,-0.25905132,-1.0451177,-0.5657911,0.34437475,0.9329236,-0.08784684,-0.8065033,-1.5733021,-0.56951267,-1.6889691,-1.7109874,-1.6463209,-0.49310365,-0.09916386,-0.33223978,7.378097,-1.9877071,-0.46701494,12.40672,0.49179313,0.07473806,0.048716675,1.0593209,-0.2593244,-0.0039256117,0.275475,-0.29169512,-0.45413804,-0.20387079,-0.6966302,-0.62382036,1.4707059,1.0734044,2.3211362,1.018016,-0.035627108,-0.21013832,-0.32387117,0.20135583,-0.5757361,0.28018367,1.372374,-0.69119424,-1.0907139,-0.95168424,0.95893043,1.7974731,9.056579,-0.28445926,3.8154545,0.45999286,-0.051387623,1.5262202,1.3289119,-0.7612235,1.074972,-0.062824816,0.010334834,-1.4841642,3.2929652,21.092447,-0.59748757,-0.015400966,2.5006933,-0.4374489,-0.2710348,-1.0622982,-0.25106004,-0.028412202,-0.2173909,0.3883172,-0.22612269,-0.8621235,2.368139,-0.6643741,-0.56582135,0.032205686,1.137287,0.028662508,12.523244,0.5626766,-0.4623203,0.46092975,3.4968722,0.59010965,0.08375595,-0.6192059,-0.8341109,-0.2705759,-0.6055986,4.3598332,0.050503254,-0.1590032,11.780052,-0.118497156,-0.6084144,-1.0192164,-1.3150145,0.64938927
Cells_Granularity_4_AGP,-0.48118082,1.5383495,0.7545169,2.5562632,1.0972704,1.6763968,0.36132243,-0.4691957,-0.5008889,1.1342582,-0.2825472,8.559914,0.4360516,0.9781681,-0.11587266,-0.14674167,-0.9440424,0.25850758,14.2272415,-0.27235875,-0.5120578,-0.5383897,-0.07198336,-0.43849507,0.64392203,-0.5635306,-0.31861466,0.9306595,1.1416326,-0.5704174,1.197053,-0.08433338,-0.23984098,-0.45308495,-0.70326215,10.34838,-0.3437049,0.13602938,6.225202,2.1305866,0.09747388,-0.5173164,0.7651914,0.24723952,0.05566285,-0.17820294,-0.35848495,-0.28769055,-0.63451034,2.919472,-0.15444936,3.7381299,0.6384115,2.5804837,6.014195,-0.15469109,1.1606058,-0.6204126,-0.5133486,0.00923409,-0.35911718,0.8663004,0.6601781,-0.28445652,1.3657478,-0.53995687,2.038808,4.389808,-0.07234261,2.5481083,0.12253972,-0.32684395,0.12427324,1.6629137,0.60739845,2.3812523,-0.123249136,-0.59340954,0.6394873,4.4616675,14.288598,1.8444209,-0.11651077,1.7500944,0.12825532,0.030374447,2.0961466,-0.11169022,-0.90259105,0.11419805,-0.11767736,-0.34450197,0.19468541,3.08726,-0.3652269,1.1315255,-0.38985753,0.24523668,-0.18779755,13.366698,-0.693686,-0.5757299,-0.019216279,1.7913119,-0.26072857,-0.9476337,-0.43800774,1.129032,-0.3314991,1.2749672,1.9532518,0.08279968,-0.19387656,13.291638,-0.6250623,-0.073013194,0.14524338,-0.5604842,14.5243
Cells_Granularity_6_DNA,-0.036792,1.4779838,0.029278124,-1.7628173,-0.3102481,-0.7391643,-0.18719877,-0.27977943,-0.24849856,-0.32251918,-0.14013518,3.3851311,-0.3095627,-0.72482777,-0.10738144,-0.17101796,0.65011746,0.16871418,2.8663094,0.3182593,0.13896096,-0.51893514,0.029866615,-0.40380082,0.01852663,-0.09240981,1.0032617,0.55472124,1.0844285,0.20567732,0.9513011,0.41774878,-0.61727136,0.048800588,0.17261446,1.4711056,0.09620675,0.7758417,-0.6836222,-0.67763233,-0.03401989,0.09222829,-0.028505802,1.4018575,-0.24058525,-0.046043884,0.48838606,-0.086811565,0.3345823,-0.20984244,-0.16691266,-1.05578,-0.062372763,2.407111,3.380483,-0.24733298,0.09864982,-0.25192448,-0.23001866,1.3808023,0.10018003,1.6790406,0.685792,0.43554816,-0.2963357,-0.0064096055,-0.6139258,-1.9195334,-0.0025164883,-0.94233865,0.34226835,0.0055083632,-0.4863719,-0.34565902,0.6551317,-1.2289096,0.16034178,0.008510689,-0.10618194,-0.3889974,-1.0535886,0.062959395,0.16819496,-1.0484866,1.4794661,0.53189594,-0.28399977,-0.21624817,-0.15523279,1.1626986,-0.43094906,0.25063595,0.34413043,-0.34697208,0.45094487,0.0855392,-0.19556494,-0.61925334,0.03801338,-0.9351792,-0.1081793,-0.060627114,0.04003195,-0.14255492,-0.9370837,-0.1832733,0.55000836,0.15974988,-0.057779443,0.07692174,1.6397673,-0.33820125,-0.15767695,1.4935179,0.047517616,0.4063665,-0.29805025,0.2899709,-6.566068
Cells_Granularity_7_DNA,0.3158216,0.7705903,0.6468372,2.7110832,-0.8545418,-0.07201698,0.31336662,0.30120018,0.22560732,0.0075488687,0.4503413,1.6640111,-0.4344659,-0.4119297,1.0796441,0.11978642,0.5932867,0.48839417,-0.567117,0.47028247,0.40838286,-0.08032764,-0.3080149,-0.24820395,-0.11269342,-0.23278718,0.30407575,1.6182231,0.47965193,-0.056648035,2.61923,0.28025356,0.39832258,0.25708246,-0.07230724,2.616814,0.36481008,0.018656949,-1.9891297,-1.6864334,-0.18744679,-0.090266645,1.4696785,0.84104985,-0.5332276,-0.06990016,0.59108394,-0.20659995,0.16470735,2.8420923,-0.65364087,-0.30393943,-0.29727697,2.9942672,1.1979855,-0.30254957,1.2298052,-0.056606617,-0.8504786,-0.0014475187,0.29677814,2.6545455,0.15811084,0.6071017,1.2819384,-0.26340994,1.0979319,-1.6985642,0.10990712,1.1620193,0.0204856,0.10254351,-0.7319395,-0.44682574,0.32819304,0.4314219,0.2156974,0.2959785,0.529219,-1.7262441,-2.0972297,-0.2556412,0.30855387,-1.1263922,2.1047695,-0.17072141,1.3318166,-0.081572406,0.40644696,-0.036874413,-0.4877226,0.2938012,1.4767786,-0.84176445,0.16549289,0.009620428,-0.19413187,-0.32167327,0.24604158,-3.6390724,-0.13988703,0.27828154,0.12718026,-1.8831886,-0.6957457,0.08456391,-0.124138,1.8637267,-0.0069333315,-0.29537293,1.8577528,0.026879063,0.20988934,-1.886827,0.06153931,1.971254,-0.3792027,0.15015836,0.61263484
Cells_Granularity_8_DNA,-0.3225045,0.041584153,0.6857956,3.8433397,-1.246769,0.7585364,0.16663924,0.09979892,0.2452476,-0.06103168,0.54894376,0.41163692,-0.37676445,-0.24204528,1.0102211,-0.012987996,0.2917567,0.7641735,-1.8608681,0.2533684,0.3059859,-0.010870854,0.0031050246,0.15991418,-0.036127042,0.13413417,-0.23252113,0.75909144,-0.14005175,-0.42430845,1.8262876,0.40917528,0.6768262,0.43479642,0.015427753,1.7519134,0.029470107,-0.9579409,-2.4279282,-1.971373,-0.28080165,0.21503925,1.2797862,0.011721949,-0.87745476,0.27782294,0.119161725,-0.0904164,-0.06612956,3.8609579,-0.5380769,0.07663876,-0.24395134,2.2412071,-0.72625095,-0.28946638,1.8027366,-0.231584,-0.8840763,-1.0786799,0.46350256,1.1454321,-0.026296774,0.33002567,1.7507495,-0.5154783,1.197472,-1.3964602,-0.20144705,1.9268613,-0.27797288,0.3579804,-0.5265525,0.19024609,-0.12507479,1.2587892,0.7197471,-0.048820227,0.4247729,-1.9133772,-2.904128,-0.86267334,0.27759883,-0.19506045,1.6527294,-1.0509468,1.8325278,-0.17385072,0.43996593,-0.9901096,0.059156347,0.28304848,1.0433022,-1.1789113,0.32575265,0.4649434,0.08905811,0.29755223,0.73863727,-3.7551534,0.48629346,0.48467138,0.1080882,-2.1848626,0.13623112,0.27481768,-0.84661275,1.9261813,-0.23174997,-1.3055499,0.6402631,0.13209999,-0.06836342,-3.5803936,0.040930435,1.3785343,-0.61287063,-0.2716117,0.29741836
Cells_Granularity_9_DNA,-0.08570882,-0.47425166,0.79029125,3.5070763,-0.6748438,1.2054168,-0.34141648,0.21302998,0.23294754,0.1738414,0.12505625,-0.96479076,-0.74719715,-0.033598024,0.9236687,0.4055144,-0.22885692,0.5133276,-2.2760048,0.26592645,0.19002713,0.07069323,-0.22296934,0.6857679,-0.31186107,0.05719967,-0.74782467,-0.122610606,-0.30589795,-0.6144217,0.56567,0.1271426,1.1754106,-0.11056661,0.14679201,1.0659963,-0.016908383,-0.78154564,-2.1709754,-1.3574082,0.33099258,0.12708712,0.6120709,-0.3806461,-0.30444488,0.2483532,0.6549116,-0.4355487,-0.10071119,2.865836,-0.5230587,-0.012088756,-0.29351938,0.9119439,-1.5449451,0.25445545,1.3849672,0.038171094,-0.14678864,-1.3106989,-0.34407744,-0.3529775,-0.19506185,0.073210716,1.0790497,-0.2015626,1.247289,-0.45658696,0.48080418,2.0417945,0.24427623,-0.2794283,-0.4283079,-0.21398224,-0.27587178,0.8922584,0.5883293,-0.2902751,0.20490868,-1.625693,-3.2971213,-1.0207101,0.34449324,0.40364718,0.8527631,-1.0514331,1.8323284,0.37701944,-0.027908811,-0.88582534,0.11435592,-0.16314057,0.87444025,-0.94775486,0.2879161,0.34667158,0.052151848,0.5891804,0.48847547,-3.4825382,0.2855593,0.47926006,-0.28188768,-1.8678274,0.43163264,0.035782862,-0.7182154,1.1520687,-0.180785,-1.2877301,-0.5728474,0.22358327,0.10424733,-3.0328267,0.26147702,0.7979261,-0.45964408,-0.58525354,2.684269
Cells_Intensity_IntegratedIntensityEdge_DNA,-0.06894759,-1.9634675,0.2729267,1.376495,-2.364156,0.4355751,-0.26796898,0.5345662,0.4040761,-0.48199022,0.5969226,-5.1913733,-1.4861622,-0.5681744,1.3328677,0.26397738,0.067126475,-0.3468809,-5.0537543,0.4997637,0.51987237,0.78911704,-0.18868442,-0.052510034,-0.1890956,0.4294127,-0.8664164,-1.2258844,-0.9297305,-0.14982146,-1.9931382,-0.32178736,0.9235527,0.56328857,0.08252996,-0.48307577,-0.11122591,-0.7457662,-2.9824631,-3.2669494,-0.022757733,0.15718906,-1.1407981,-0.94069535,0.0019609134,-0.0940245,0.07050087,-0.20431085,0.40640464,-0.9115707,-2.2455263,-2.0486047,-0.79895705,-1.7639889,-3.4955285,0.35407862,-0.5211161,0.47447395,-0.10680049,-1.3892771,0.04214969,-2.3571403,-0.51451266,-0.26295134,-0.5718775,-0.028618643,0.32308277,-2.4026685,0.01580588,0.48209485,-0.066280425,0.3029659,-0.23721977,-0.73278356,-1.1873177,0.89628714,0.46128377,0.10163828,-1.21766,-3.3323338,-7.6483893,-2.0227034,0.33718896,-0.6854506,-0.61321133,-0.6241226,-0.08607202,0.38722715,1.3720778,-1.3375033,-0.20321159,0.0867334,0.7154761,-2.766546,-0.7794969,-0.96442294,0.61561966,0.31792614,0.51507795,-7.1135116,0.4627689,0.5315483,0.17326397,-2.7859008,0.587027,0.29410496,-0.5698533,-0.44289818,0.40846828,-1.8583533,-2.368214,-0.32223645,0.16626953,-6.380705,0.36727095,1.3001807,-1.2637037,-0.8897176,-7.431528
Cells_Intensity_IntegratedIntensityEdge_Mito,-0.28804353,-0.5444893,0.95580333,0.18389426,-1.1749325,-0.9870525,0.29765284,0.12959857,0.5263698,0.24347143,0.14638321,-2.69117,-0.24513668,0.23111875,0.43535066,-0.07993936,-0.2787514,-0.4419159,-3.141983,0.19477217,0.3318388,0.5655331,0.042914953,0.37992254,-0.08682082,-0.16056132,-0.45814684,-0.00977089,-0.95511293,0.50059503,-0.35383502,-0.1189374,0.32249948,0.40810108,-0.12141327,-2.8085372,0.43205443,0.07894478,-1.6483032,1.924191,-0.12107128,0.1026637,-0.14493339,-0.2629306,-0.044140536,0.1312439,0.25678208,0.11291536,-0.06262762,-1.7433757,-0.38513216,-0.5417328,-0.31757078,-0.6996913,-2.0335903,0.7706345,-0.57369715,0.03297944,-0.15856108,-0.048605174,-0.63489115,-1.1337987,-0.70259136,-0.22974189,0.2608626,-0.010829051,-1.5179483,-1.1252892,0.09940353,0.382194,-0.10274538,0.1094595,-0.25130942,0.039719675,-1.2551348,-1.6604215,0.8923803,0.20326547,-0.16498382,0.73761463,-4.5619106,-0.44998693,0.5306645,0.2679972,0.6724724,-0.3771139,-1.2913685,0.5427187,0.29402336,0.55912024,-0.23175812,0.22390418,0.9188607,-2.2106771,-0.52472776,-0.70349884,-0.09632278,0.17790003,0.6170351,-3.6418352,0.7389578,-0.24287383,-0.39125618,-1.5407766,0.24177943,-0.27560404,-0.47102514,0.85272646,-0.0022896628,-0.78226763,-0.83352274,-0.3380514,-0.04225552,-3.6093295,-0.063239515,1.2449327,1.0155213,-0.9577206,-0.97016925
Cells_Intensity_IntegratedIntensity_DNA,-0.048805933,-1.7715892,1.018133,4.9615436,-3.2679417,0.41045836,-0.036061585,0.17530642,0.23813975,-0.67977875,0.38970175,-1.3709613,-1.2152057,-0.15312855,2.8053637,0.33026764,-0.097863674,-1.1604573,-1.1025399,0.31815138,0.25474808,2.2599533,-0.24648146,-1.4218569,0.5477231,0.034580216,-0.72412467,-0.46727252,-0.374669,-0.78477216,-0.43655935,-0.39343524,0.6118315,0.29002675,-0.18020461,3.8867366,-0.3828629,-1.1028676,-2.2368755,-4.4586124,-0.40884128,-0.105092786,0.46477512,-0.026686857,-0.71958834,-0.2342261,-0.16163807,-0.25310817,0.01437055,1.8756555,-3.379364,-0.017202316,-1.8111006,0.94006425,1.3999819,-0.031075636,1.5213486,0.16910969,-0.6361273,-1.5267553,0.09960672,3.3111498,-0.13106342,0.26214075,0.09639164,-1.0321646,6.5095754,-1.0830075,-0.14355421,3.2404048,-0.37587383,0.48170543,-0.33979154,-0.55480963,-0.9150217,5.9082627,0.33215633,-0.16712345,-1.5580412,-1.9598179,-3.4797142,-1.5376433,0.14428459,-0.45830527,-0.514092,-0.42856875,2.881171,0.114029616,1.1976558,-2.7286377,-0.27467862,-0.21325694,2.342914,-3.6587484,-0.4403545,-0.47046924,0.2683218,-0.71712893,0.31978932,-0.49455723,0.10756572,0.389281,0.33560205,-3.4765387,-0.9634521,-0.010604155,-0.7894211,0.51798314,0.39370856,-1.9041785,2.072345,-0.12266014,0.12943207,-1.8568872,0.12968618,3.4117727,-1.5927129,-1.3384639,-11.669289
Cells_Intensity_IntegratedIntensity_Mito,-0.47680378,0.31971586,1.0267777,2.4505494,-1.0545746,-0.42320144,0.48868743,-0.06474623,0.32685554,0.13852575,-0.1812893,1.6960783,-0.04846944,0.17760237,0.99945694,-0.18859015,-0.403754,-0.36436987,1.5351523,0.11691306,0.002473836,1.2117182,-0.18687002,-0.3792107,0.27205792,-0.4506196,-0.455626,1.7286977,-0.94701195,0.050404668,2.0618846,-0.005870039,0.30065092,0.22962928,-0.51741815,-1.0877457,0.3304889,0.055408392,-0.525077,1.6779032,-0.246769,-0.10494151,1.8356543,-0.011649529,-0.29681966,0.035755634,-0.19394302,-0.08054104,-0.41199195,-0.57127464,-0.6604098,0.81522626,-0.3008149,1.4992555,2.7119458,0.25711605,0.608548,-0.2445334,-0.38882923,0.0045707226,-0.4968935,1.7121038,-0.6161167,-0.10069734,0.78280926,-0.32205126,0.9907112,0.05602926,-0.018712291,1.8063151,-0.3675234,0.031425256,-0.57608503,0.06082481,-1.008684,1.1945047,0.9431549,-0.21831179,-0.27225137,2.0150707,-1.4178568,-0.11866349,0.29611203,0.16191785,1.3270277,-0.023160338,0.07957783,0.2784379,0.10415751,0.95401365,-0.42215446,-0.05861491,1.5049022,-1.986886,-0.41163036,-0.32431403,-0.34653473,-0.34329808,0.3326166,-1.0079781,0.25338778,-0.39654207,-0.44737068,-1.3242047,-0.30728716,-0.78612804,-0.5702374,2.0016534,-0.20506912,-0.6111429,1.3932317,-0.43081668,-0.18131697,-0.85691243,-0.32099155,1.8421808,1.525917,-0.7002407,-1.9321607
Cells_Intensity_LowerQuartileIntensity_ER,0.3675026,-1.6184039,0.10498754,-0.43551698,-2.2052727,0.0077045313,0.08012371,0.17111993,0.52078027,0.8834867,-0.13073102,-3.8939428,-1.0915786,0.67821974,-0.67935497,0.24043097,-0.76631737,0.28052327,-8.294711,-0.2235172,0.23557371,-0.46843997,-0.31417027,0.9596111,-0.91320497,0.16459711,-0.2510241,-1.4468317,-0.14126773,-0.07110566,-1.1143229,-0.18478863,0.8779232,0.21324818,0.7647908,-3.4737232,0.076823235,-0.47049096,-0.82415646,-0.1337934,-0.132801,0.108934484,-1.539805,-0.19344534,1.055334,-0.479602,0.25313967,-0.44973445,0.5338506,-3.296006,-0.013277094,-0.5749716,-0.087623864,-1.4561781,-7.323071,-0.15430893,-0.21732791,0.13956034,-0.19295007,0.18302882,-0.39382324,-2.135511,0.014554501,-1.3621491,-0.37004098,-0.35155562,-2.7948906,-0.85402995,0.5395232,0.53149927,-0.0028077092,0.38617864,-0.0628678,0.30969873,-0.24638242,-2.6835983,-0.26960218,-0.09554589,-0.35385108,1.5316564,-6.0210595,0.70554274,0.30658236,-0.072160654,-0.3505242,-1.3005534,0.14072736,0.5822899,0.14488573,0.009187485,0.7051106,0.13647604,0.33135116,-0.9771194,0.589067,0.87769,-0.096188985,0.4761496,0.3098657,-5.277372,1.0684793,0.4236896,-0.02464384,-2.675497,1.206788,0.24352455,-0.70393544,-0.8133869,0.63564223,-0.92836803,-1.3737241,0.37813464,0.49821362,-2.4365451,0.118941635,-0.2942997,-0.16905372,-0.46017396,-0.35527596
