,18β-Glycyrrhetinic acid,5-Fluorouracil,8-Hydroxyquinoline,AT7519,AZD-8055,AZD2858,Abiraterone acetate,Acetohexamide,Aliskiren,Alpelisib,Altretamine,Amsacrine,Aprepitant,Belumosudil,Bendamustine,Bergenin,Bexarotene,Binimetinib,Bortezomib,Bosentan (hydrate),Brivudine,Budesonide,Canagliflozin,Capivasertib,Capmatinib,Captopril,Celecoxib,Ciclopirox,Cilostazol,Clobetasol propionate,Clofarabine,Clotrimazole,Dabrafenib,Daidzin,Dapagliflozin,Digitoxin,Drospirenone,EX229,Encorafenib,Erdafitinib,Erythromycin,Fenofibrate,Filgotinib,Finasteride,Fluvoxamine (maleate),Gallic acid,Gemfibrozil,Glasdegib,Hexylresorcinol,Homoharringtonine,Idoxuridine,Infigratinib,Ipatasertib,Irinotecan,Ixazomib,LY-2584702 (tosylate salt),LY2090314,Larotrectinib sulfate,Lopinavir,MK-3903,Macitentan,Mebendazole,Medroxyprogesterone acetate,Menadione,Methotrexate,Mifepristone,Mozavaptan,Neratinib,Nevirapine,OTS514,Olanzapine,Omeprazole,Orlistat,PF-06260933,PH-797804,Paclitaxel,Pemetrexed,Pentagastrin,Pentamidine (isethionate),Pimozide,Ponatinib,Posaconazole,Pravastatin (sodium),Ralimetinib dimesylate,Raltitrexed,Rapamycin,Regorafenib,Relugolix,Retinoic acid,Ribociclib,Ritonavir,Rosiglitazone,Rucaparib (phosphate),Sapanisertib,Silodosin,Sonidegib,Sulfisoxazole,TAK-733,Tadalafil,Terfenadine,Tofacitinib,Tolcapone,Tomivosertib,Torkinib,Trametinib (DMSO_TF solvate),Tranilast,Triclosan,Trimetrexate,Valdecoxib,Vemurafenib,Vinblastine (sulfate),Vismodegib,Voriconazole,Vortioxetine,Zileuton,olaparib,palbociclib,venetoclax,Idarubicin (hydrochloride)
Nuc_Texture_Correlation_ER_5_00_256,-0.35698113,-0.4042391,0.5821809,3.0355825,0.31011212,-0.41782084,0.37910214,-0.11275151,-0.41571793,-0.50383997,0.4334344,3.5542834,0.40175864,-0.6859552,1.3022085,0.136431,0.018892417,0.090108596,1.227585,-0.11689422,0.17486142,-0.24274707,-0.01950582,-1.1388606,-0.17495497,-0.34781042,-0.54067665,2.423599,0.034547467,-0.010316938,2.926072,0.25778425,0.34344593,0.038858935,-0.29002398,3.7423642,0.19328463,-0.2900039,-5.78825,-0.7232966,0.2703471,-0.27227822,2.127046,-0.2805474,-0.043470133,0.2785316,0.3348361,0.069513805,-0.39477906,0.73356014,0.06574524,-0.54394466,0.47664595,2.5424843,0.8835118,-0.03541609,1.7578821,-0.05605799,-0.5020465,-1.0213493,-0.38065934,0.81203,0.17567569,0.61784106,2.1035545,-0.9927977,2.7233212,-0.99323684,0.121719204,1.5764679,0.14606185,-0.37339327,0.10140417,-1.0074215,1.5344843,3.5385342,0.16942048,-0.03424496,0.49798635,-1.2620867,-4.89138,0.89480495,-0.19378905,-0.8344663,0.93391085,0.00012015303,0.8657758,0.17324097,0.39194813,-0.17104094,0.11409477,-0.58334076,0.49641743,0.09218802,0.8498831,0.115107186,-0.20661414,-0.77335596,0.0915311,-5.8881927,-0.4246267,0.012946348,-0.41537634,-1.1985708,-0.9410107,0.30596897,-0.24382,1.8259926,-0.5027639,0.89151955,0.07326653,0.1702557,-0.16127564,-0.29888427,-0.3904357,0.90295887,0.57479936,0.032566298,5.058689
Nuc_Texture_Correlation_ER_5_01_256,-0.20243056,0.046547294,0.6579911,2.9285803,0.26485988,-0.3247997,0.51794916,0.14371729,-0.028481087,-0.52710843,0.34850463,4.749033,0.10419136,-0.80657625,1.1090239,0.076165885,0.34062588,0.16917616,0.088781655,-0.03669549,0.33374465,0.28715932,0.08606074,-1.0297863,-0.049301635,-0.083461106,0.16007924,2.7055082,-0.03604858,0.2808468,3.1926553,0.41689014,0.54704076,-0.103605546,-0.04848334,4.3931947,0.33335602,-0.28948686,-5.11997,-0.42662168,-0.1387403,0.0316412,1.9928039,-0.034574937,-0.5326968,0.25863448,0.09759313,0.1897469,-0.26881868,2.7431223,-0.23408364,-0.29117382,0.08063786,1.8775316,1.7293258,-0.6076176,1.3126267,0.12636423,-0.6636098,-0.6888132,-0.05591916,1.0962192,0.1427301,0.47227836,2.184345,-1.0182773,3.6880124,-1.728022,0.36450458,0.7577178,-0.04668976,-0.1470369,-0.47822085,-1.524875,0.8843935,3.8607929,0.4028999,-0.20765956,0.12955578,-1.8491101,-1.0932847,-0.009111196,0.06146978,-1.9763054,1.2669635,0.22928546,0.8172016,0.07507275,0.64872724,-0.40110067,-0.39436206,-0.22133966,1.1173788,-0.15300244,0.6381984,-0.27117243,-0.020907218,-1.0653546,0.54054946,4.6878767,-0.32446954,0.054385852,-0.25491485,-2.0258424,-0.85505867,0.50102496,-0.29993698,2.5245922,-0.31468844,0.8492171,0.82933587,-0.14264823,-0.014172852,0.047559023,-0.073715635,1.2720839,0.90601414,0.49304226,6.4306407
Nuc_Texture_Correlation_ER_5_02_256,0.12737073,-0.44953153,0.66095287,3.1050186,0.52442616,-0.35256973,0.29687405,0.037799735,-0.41964862,-0.2640551,0.34373978,3.809206,0.40333512,-0.9539714,1.0660477,0.19477248,0.2279405,0.07239946,2.013852,0.051512808,0.045946855,0.01373591,-0.037968814,-1.3703136,0.0030763943,-0.48346934,-0.39079928,2.6003702,0.0925472,0.33934733,3.2280312,0.17306249,0.43753818,-0.106563486,-0.26846567,3.8287227,0.19674917,-0.35583806,-6.003298,-0.6477244,0.023625383,-0.31516087,2.4998443,-0.47122154,0.12245902,0.30657634,0.07503766,0.28401938,-0.32769033,0.54742247,-0.062231023,-0.31449798,0.33951434,2.326165,0.91718405,-0.2884188,2.1739933,-0.049595553,-0.63946694,-1.0683507,-0.42369214,0.9931975,0.36831442,0.8051705,2.2681434,-1.2254795,2.8678913,-0.56693035,0.053045955,1.6958532,0.117779694,-0.15912299,-0.41237497,-1.2432256,1.4967418,3.8604012,0.14615771,-0.13694926,0.12383225,-1.1744444,-1.8793942,0.5196398,-0.21111019,-0.7349289,0.80365133,-0.07607668,0.8004152,0.14271411,0.32372418,-0.18162674,0.19569762,-0.6182253,0.8924057,0.44815257,0.8119178,-0.14488284,-0.0029860113,-0.8041037,0.22608237,1.5008537,-0.57090235,0.05690494,-0.21507473,-1.2933997,-0.8851817,0.11333134,-0.37106225,2.1049507,-0.46004605,1.2882608,-0.04883933,-0.0028569251,-0.05235045,1.7179524,-0.40481344,0.9436693,0.3909758,-0.058222454,-1.8993229
Nuc_Texture_Correlation_ER_5_03_256,0.20193167,0.2580103,0.9522345,3.0649712,0.04120339,-0.46890175,0.33600202,0.18482405,0.010237585,-0.3226692,0.3281509,3.495663,0.424646,-0.73184204,1.0617882,0.19629999,0.1880691,-0.23056734,1.0319507,0.083661854,0.1912592,0.4926252,-0.43741593,-1.169119,0.09457629,-0.36337635,-0.08368293,2.5454009,0.17411388,0.2897394,3.0612059,0.55359596,0.6797867,0.13025282,-0.1143438,4.837167,0.18036361,0.010071744,-4.914988,-0.69251686,0.121617,-0.23461689,2.3689005,-0.22141482,-0.59312004,0.23445606,0.3416933,0.3393418,-0.22913063,2.5965686,0.3077459,-0.1746238,0.21648502,2.4172153,2.1154659,-0.30420074,1.5498542,0.044021875,-0.7608934,-0.73701257,-0.25839013,1.618827,0.412137,0.8460334,2.0224288,-1.1131941,3.2634418,-2.1840303,0.2255538,1.2058908,-0.21098077,0.21711393,-0.24857253,-1.5146141,1.3261124,3.982151,0.42660666,0.20567364,0.09368061,-1.5179359,-5.220898,0.23349243,-0.137514,-1.0054582,1.0147067,0.14869727,1.0737333,0.056149166,0.58834004,-0.39387548,-0.0029647823,-0.06283101,1.0331484,0.41389146,0.6980997,-0.104786366,0.042291522,-0.92848045,0.011050443,-7.2152715,-0.5248877,0.32334277,-0.46729007,-1.7226334,-0.8432433,0.13233396,-0.44599602,2.3488338,-0.14903651,0.69208336,1.0045782,0.10851588,0.07267443,-0.5532191,-0.23760168,1.0941759,0.72052693,0.5104487,-3.873649
Nuc_Texture_Correlation_Mito_10_00_256,-0.05478616,0.4049889,0.199587,3.2414672,0.47587633,-0.10204659,-0.06339959,0.21766146,-0.25938413,-0.56564385,0.19457145,1.9640546,0.77539736,-1.6699167,1.453527,-0.073893234,1.2040815,0.66307503,1.5114166,0.039331306,0.32996026,1.3374494,-0.07922359,-0.9454596,0.1509778,-0.123374514,0.31862268,2.678482,-0.49500594,0.26582465,2.6398563,0.58648056,0.4127979,-0.007543633,0.2128027,3.427701,0.22822915,0.036931146,-1.1894292,-1.833395,0.18011005,-0.15466201,2.8822994,0.24070168,-1.274202,0.44205603,-0.040972125,0.0796788,0.13044699,3.1374261,-0.1434881,-0.2609249,-0.23666285,1.6250278,0.9872193,-0.075511575,0.5717634,-0.35432482,-0.1665458,-0.5480315,0.13848464,2.5154736,0.08981889,0.10879818,0.9328142,0.031348284,3.212705,-1.3983401,0.057721157,1.7983955,-0.3999667,-0.00048873696,-0.6258962,-1.2246951,0.76694757,4.0820622,0.034125198,-0.24103348,0.5741471,-0.880933,-7.669769,-0.75159746,-0.37352884,-1.6144905,1.4904307,0.9739711,1.6194291,-0.271821,1.1213709,-0.41830587,-0.48794195,0.050250214,0.742177,-0.197852,0.683664,-0.7540769,-0.21378972,-0.8257591,-0.045167267,1.7491349,-0.105863236,0.22678252,-0.6153454,-1.1031157,-0.2710156,-0.038360726,0.24013323,1.4042941,-0.08336652,-0.21526444,3.1353004,-0.31721285,-0.20246737,-3.6847675,-0.088932954,1.6328769,0.47525844,0.59295076,3.185914
Nuc_Texture_Correlation_Mito_10_01_256,0.11181879,0.74812126,0.8249898,4.608391,0.54113203,0.90811676,-0.055445705,0.03522262,-0.07476453,-0.47724107,-0.11630863,0.67569524,-0.11096207,-1.897276,1.3707428,0.23817952,0.515835,0.68159866,-0.63784134,0.37408853,0.23830803,1.822722,-0.25145715,-0.8442996,-0.047849346,0.12971039,-0.03950472,2.6055202,-0.41447163,-0.45102453,2.0588026,0.5655962,0.9136031,-0.22841513,-0.037847698,3.7368991,-0.118444525,-0.2475329,1.1030341,-3.2671824,-0.24374247,-0.00046588978,3.4662502,0.22184855,-1.0773065,-0.36104035,0.077131815,0.24065888,-0.27150968,5.8712516,-0.025417915,-0.68735546,-0.07096231,1.0245398,1.2425874,-0.88895065,1.014636,0.18635935,-0.8931864,-0.7309766,-0.09788731,2.489038,0.1338389,-0.053666472,0.9071756,-0.30373502,4.093637,0.7082148,-0.0006452948,2.912446,-0.4089048,0.057748783,-0.95180035,-1.1257561,0.13466823,2.9186008,0.1342505,-0.053619955,1.2187945,-1.6419663,-2.4598172,-2.2294312,-0.052975863,-1.7772399,1.1927358,0.8704991,1.7972288,-0.7300706,0.8214621,-1.256146,-0.3497142,-0.17469704,0.52383673,0.102956444,0.22440271,-0.9783168,-0.06005342,-0.52786463,0.14331895,9.936471,0.07640759,0.3169726,-0.22120564,-0.8132093,0.0030071065,0.24392791,-0.2763076,1.3050615,-0.060481694,-0.6674636,2.91796,-0.37029597,0.31115052,-4.7985997,-0.115044035,1.252941,0.14799537,0.043976586,3.1394205
Nuc_Texture_Correlation_Mito_10_02_256,-0.050236065,0.71669024,0.38077524,2.9480045,0.9103444,0.41608748,0.21993625,0.20372617,0.24430692,-0.22775821,-0.022527019,3.8693135,0.52696854,-1.0974646,1.1018715,0.22667937,0.63633907,0.36858746,3.8955567,0.46703705,0.033600103,0.95771384,-0.3287356,-1.2068945,-0.23166788,-0.0553717,0.46498814,2.6250777,0.015529931,-0.0009195109,3.443493,0.50493723,0.9611183,-0.23295255,-0.21664809,4.5135336,-0.012249271,-0.05368324,-1.2484976,-1.7448215,-0.13305098,-0.04011485,4.2245045,0.4259883,-1.0561873,0.15833421,-0.52012587,0.39760447,0.06812117,3.5750859,-0.5822546,-0.25610211,-0.19117141,1.6877389,1.5866667,-0.723515,1.0519162,0.025933763,-0.5746842,-0.5149029,0.21526624,2.2964466,0.30696008,0.637262,1.2979548,-0.40146837,3.4518063,-0.54436517,-0.22755222,1.2764567,-0.22784798,-0.02775698,-0.81293964,-1.3980931,0.9029012,4.474689,0.0573028,0.09801689,0.45458928,-1.1056277,-5.324514,-0.6922341,-0.20679618,-1.8794941,1.330801,0.6750762,1.5425386,-0.43668747,0.9936526,-1.0681071,-0.2687666,-0.05406013,1.2209632,0.4982257,0.42503798,-0.4068686,-0.23978744,-0.6739846,0.13315977,8.388997,-0.19249143,0.04952115,-0.14839719,-0.43791667,-0.58626986,0.11106118,-0.43450734,2.3673444,0.14765762,0.6686282,2.508034,-0.24623829,0.47000924,0.25444627,-0.29382667,1.5200853,0.3653148,0.97638637,-4.713049
Nuc_Texture_Correlation_Mito_10_03_256,0.36383072,0.9259901,1.5734814,4.68732,0.4610386,1.7883397,-0.33818766,-0.09352398,0.11163602,0.11653101,0.13704172,-0.7025018,-0.062911026,-2.0568836,1.0104631,0.3871708,0.54055303,0.8918336,2.7226617,0.38941756,0.23862201,1.6756129,-0.5517605,-0.7308909,-0.14479648,0.16142549,-0.2011711,2.5359552,0.3560891,-0.13506575,2.601971,0.21888836,0.9209872,-0.048909545,0.10519446,3.9351552,0.008855025,-0.30966362,1.6141878,-3.686614,0.026152259,0.23515391,3.6735284,0.84517163,-0.93385607,0.0044646263,0.047887433,-0.101858936,-0.2292615,5.8435493,-0.06452021,-0.9952469,0.45369378,1.3325146,2.133035,-0.7580268,0.80446345,0.12767775,-0.43741778,-1.094871,-0.28347832,3.3646095,0.5376813,0.064047866,1.0873893,-0.5202548,3.8440716,-0.054986715,0.029415207,2.5001118,-0.65186733,0.040022165,-0.33955312,-1.1116532,0.36732003,3.5102746,0.36540517,0.12982395,1.0154753,-1.1261016,-9.145694,-1.8360602,0.10594749,-1.6360871,1.0635474,0.7627532,1.8434486,-0.3005785,0.910796,-0.7790554,-0.019726327,-0.12734178,0.56421024,0.80861217,0.57559514,-0.7631069,-0.0072610327,-0.56015974,-0.04484202,-2.9512205,-0.43548962,0.09654561,-0.62548214,-0.24687748,-0.2760968,0.53504986,-0.6193611,1.5362333,-0.16292712,-0.796453,3.016451,-0.11294544,-0.034097385,0.14995773,0.0719724,1.5706986,0.009141386,-0.07020615,5.637628
Nuc_Texture_Correlation_Mito_3_00_256,-0.6398429,0.085781656,-1.0811585,-1.4499797,-1.4268013,-1.2141826,0.24848616,-0.23940103,-0.15821552,0.07045881,0.113168634,2.8555124,0.8124555,0.3388848,0.79061395,-0.2281404,0.20422502,0.27001712,0.98082703,0.017349651,-0.26188624,-0.23611307,0.404237,-1.081085,-0.192187,-0.4462634,-0.21946752,0.65861356,-0.8700512,0.6095116,3.007942,0.57179385,0.26216632,0.11792624,-0.54007494,3.8220034,0.3166273,0.115217745,-6.2434673,1.04159,0.4137443,-0.26797405,2.5943806,-0.91257596,-0.11758834,0.50609386,0.057279687,0.042785138,-0.11880443,-5.757513,-0.3585761,0.25107136,-0.506576,2.4069388,0.22009628,0.2374984,0.36960623,-0.43641034,0.21551184,-0.26301387,0.052172225,-0.3807665,-0.6514687,1.1963437,1.322914,-0.091196306,0.90390295,-1.6159405,0.5572953,-1.2356011,0.24834847,-0.02073092,-0.20518179,-0.41251254,0.13445882,3.413456,0.34800413,0.06656981,-1.7134434,-0.88756293,-4.757156,1.7355556,-0.08525139,0.15715551,1.018376,-0.21176772,1.9982046,0.21683025,0.4797862,0.40243292,0.123783566,-0.28030232,1.5357255,-2.306162,-0.16069208,0.22608213,-0.07002029,0.030520737,0.17688183,-5.921643,-0.021620056,-0.08893361,-0.59253603,-2.0683777,-0.045819983,-0.36016586,0.43308625,2.4771597,-0.13268131,0.7674642,0.29701832,0.18166302,-0.23037803,-2.0186884,0.10785958,1.5426022,1.8398272,0.35881367,-7.1616
Nuc_Texture_Correlation_Mito_3_01_256,-0.30706763,-0.05970608,-0.84181184,-0.91713077,-0.81283873,-1.3886595,0.20626058,-0.09071946,0.083479084,-0.21023075,-0.115752526,3.6653812,0.5385559,0.28080383,1.1000104,-0.14980839,0.3988055,0.073888786,-0.07026327,0.0040178695,0.18526614,0.064004086,0.22917636,-1.2985939,0.000375847,-0.49361143,-0.113476574,1.1755093,-0.8486965,0.40060577,3.5955868,0.64965546,0.46123815,-0.2073666,-0.3206086,4.0670695,0.6316853,0.041245144,-7.007814,0.6906732,0.09789097,-0.16051374,2.916935,-0.8345817,-0.28107658,0.4045986,0.032848973,0.16348459,0.20234801,-3.4292316,-0.34042847,0.019809762,-0.60407406,2.2586327,0.9957239,0.0885914,0.512562,-0.40752807,-0.135821,-0.18653058,-0.026227871,-0.13585413,-0.6968164,1.0363313,1.5685148,-0.378137,1.2673415,-2.1584332,0.5028452,-1.1409806,0.17484002,-0.12730244,-0.34134698,-0.8162086,0.30059695,3.828624,0.24973886,-0.1074268,-1.2502893,-0.9645795,-3.6755533,1.5002146,0.1763132,-0.9001984,1.0208535,0.11563627,2.3071048,0.3189578,0.68231493,-0.014470805,-0.05983856,-0.2819953,1.6382943,-1.884018,-0.01613719,0.06703227,-0.21486187,-0.33370695,0.2906876,-0.67379683,0.064770326,-0.04151271,-0.23674995,-2.4551592,-0.33082083,-0.19367833,0.4724784,3.0729678,-0.07117485,0.9979623,0.39314106,0.053344425,-0.0075791776,-1.943909,0.06505218,1.5022837,1.6806895,0.60295695,-4.427171
Nuc_Texture_Correlation_Mito_3_02_256,-0.28061083,-0.0857577,-1.0702676,-1.2395595,-1.0183507,-1.036999,0.3690753,0.098882295,0.07473381,0.19230914,0.062329788,2.6537764,0.8075308,0.6951635,0.65752304,-0.16517411,0.1559811,-0.08613578,1.7226273,0.31408283,-0.086996935,-0.15876715,0.19186215,-0.9728851,0.24041961,-0.54154456,-0.16828446,0.6244139,-0.6091683,0.4495101,3.1566746,0.26270694,0.38177755,-0.15125911,-0.60757,3.4232006,0.28267863,-0.022271117,-6.1086173,1.2310365,0.22581029,-0.23624133,2.5279806,-0.8803118,0.02922053,0.4930608,-0.10946754,-0.0055191717,0.21994199,-4.8822703,-0.6320507,-0.36269704,-0.106068134,2.3688781,0.6318209,0.38179627,0.7007589,-0.5331443,-0.19387935,-0.08910203,0.058145482,-0.3154143,-0.7902284,1.2154703,1.4637719,-0.40690172,0.77158004,-0.9965169,0.4431182,-1.188922,0.17945765,-0.07173904,-0.034249097,-0.61438924,0.06360977,3.3278382,0.45375738,0.2897822,-1.8345648,-0.7992377,-5.738939,1.5576357,0.16233914,0.26635137,1.0046223,-0.24028642,1.9039522,0.30843273,0.24320573,0.27193943,0.3657708,-0.44482568,1.6008114,-1.8688942,-0.23514457,0.32740113,-0.09408354,0.027225276,0.37565827,-1.3405164,-0.11124384,-0.042527657,-0.41451144,-2.2172675,-0.24537718,-0.12029911,0.47944018,2.9114695,0.07449479,1.100171,-0.03132212,0.19940805,-0.061747193,-0.33766177,0.046159055,1.5994372,1.6762849,0.5773414,-6.889387
Nuc_Texture_Correlation_Mito_3_03_256,-0.28688022,0.19960862,-0.5295926,-0.6372702,-0.97651845,-0.6125426,0.080464125,0.048033684,0.07976096,0.003537501,0.17394227,3.9033425,1.155002,0.24960588,0.8503077,-0.22518675,0.5715775,0.23458815,1.0820367,0.023181984,-0.07040179,0.15501086,0.09995711,-1.3854727,0.14275287,-0.37107363,-0.21314621,1.1725179,-0.5260652,0.489498,3.6100757,0.76214737,0.5848267,0.064307235,-0.34564695,4.625427,0.42534828,0.09553692,-6.5620856,0.72515136,0.27706406,-0.2677963,3.273534,-0.90481585,-0.20262341,0.6278884,0.1520344,0.09420719,-0.11618182,-3.8977718,-0.5251389,-0.42000893,-0.35885492,2.5038385,0.8164904,0.27976307,0.63051677,-0.46433213,-0.03552409,-0.37232956,-0.16795778,0.11801779,-0.43771663,1.5881883,1.3833934,-0.2463367,1.2317753,-2.0715528,0.5059046,-1.0229774,0.04632001,0.13026957,-0.088671744,-0.6485884,0.6366642,4.10409,0.64190567,0.25320467,-1.3652793,-0.84694624,-4.486286,1.506884,0.03108509,-0.199885,0.9348033,-0.025225917,2.2872598,0.20240434,0.6494901,0.09788834,0.33707485,-0.45616028,1.8092626,-1.7127347,0.21903276,0.046150923,-0.066992395,-0.16025694,0.30173662,-4.4020686,-0.32863012,-0.19571292,-0.70655805,-2.4413016,-0.6613899,-0.14601864,0.41360506,2.9031012,-0.12083555,0.95327014,0.67457026,0.06134401,-0.10421682,-1.5375757,0.10778999,1.6814142,1.7063788,0.83088344,-14.9195795
Nuc_Texture_Correlation_Mito_5_00_256,-0.5684214,-0.0041649193,-0.56176096,-0.13882491,-1.0775924,-1.1987836,0.22668315,-0.08534205,-0.19310151,-0.2881656,0.09526929,3.6394787,0.9351285,-0.3452951,1.0285847,-0.041966658,0.72213036,0.33042452,0.0028394063,0.1295764,0.01773121,0.28461912,0.4378117,-1.2941753,-0.10084158,-0.51966256,-0.022047604,1.5017214,-0.7694643,0.62703866,3.7381256,0.7934423,0.40458664,0.14849709,-0.31022933,4.395136,0.39802358,0.13392086,-7.0344024,0.06815759,0.485063,-0.23058029,3.4225552,-0.53960603,-0.4615803,0.57964236,0.10310469,0.0881261,0.017740378,-3.1609752,-0.2083509,-0.47816876,-0.49348578,2.5348556,0.33026856,0.11599926,0.40764728,-0.38423395,0.12316165,-0.32167515,0.18982105,0.24840999,-0.42069253,1.3007433,1.6105394,-0.029228106,1.7197175,-2.928075,0.5669517,-0.4880937,0.25555646,0.04011589,-0.51305133,-1.0487341,0.6351147,4.2771974,0.3930672,-0.046455044,-1.1493281,-1.3381885,-7.4702263,1.3670454,0.018143445,-0.90305156,1.2734274,0.20225401,2.5300808,0.31044492,1.079513,0.14479367,0.005672276,-0.13002639,1.6697382,-2.0943491,0.014918278,0.0090536475,-0.21257953,-0.06045999,0.14565949,-6.32655,-0.1635675,0.049693387,-0.83587486,-2.3676703,-0.40501228,-0.16084556,0.46049866,2.6720364,-0.100807816,0.45406914,1.2641381,0.035011727,-0.20621042,-1.402588,0.04811958,1.766122,1.7782825,0.6193448,-5.2657776
Nuc_Texture_Correlation_Mito_5_01_256,-0.29135433,0.14995171,-0.21735203,1.4592619,0.057842314,-1.0975975,0.17024384,0.15846352,0.034848645,-0.5848258,-0.015658146,4.2056785,0.3710548,-0.6285612,1.4909598,0.121902086,0.92510986,0.46891174,-0.3740858,0.067622036,0.31623086,0.64052105,0.44971445,-1.1971201,-0.15801457,-0.23820871,0.36847028,2.2537951,-0.4109231,0.48432168,3.5806553,0.8816638,0.5394466,-0.23217873,-0.0037336152,4.143776,0.51825047,0.12275201,-5.317072,-0.42726243,-0.22681217,0.023755068,3.6650994,-0.14979006,-0.70535606,0.12944531,0.008397917,0.2216773,0.08532243,0.7026617,-0.11043633,-0.5177402,-0.49336886,2.0844176,1.0609097,-0.32268822,0.6549667,-0.27252787,-0.42514908,-0.27001426,0.14158942,1.2420161,-0.15558982,0.9053605,1.3492581,-0.29199997,2.6993039,-2.4395914,0.29218706,0.09232718,-0.13136202,0.007947019,-0.7266988,-1.6063756,0.456008,4.4633045,0.39934063,-0.17377096,-0.38329145,-1.2561035,-1.0782629,-0.019317845,-0.08804508,-2.2675407,1.4262758,0.6624991,2.0073206,0.049278643,0.95219976,-0.62196666,-0.34852973,-0.03672071,1.4530554,-1.2860957,0.2608419,-0.30510548,-0.149921,-0.72094846,-0.06462479,-1.5419236,-0.050699294,0.10431739,-0.34982565,-2.3699396,-0.44062376,-0.19200332,0.24785662,2.7492082,-0.21927725,0.53760344,1.7807889,-0.09546801,0.2687505,-2.534357,-0.09416303,1.6708165,1.5272417,0.9838651,-3.1369622
Nuc_Texture_Correlation_Mito_5_02_256,-0.046744227,-0.03638798,-0.5805506,-0.11607187,-0.53262883,-0.66784835,0.29013368,0.01116392,0.2196666,-0.30248117,0.12935317,3.989025,0.6671913,0.2926958,0.88762355,0.04450373,0.48145285,-0.2790203,2.3377974,0.32778504,0.14220278,0.025900146,-0.13251446,-1.3475546,0.08808676,-0.37587225,-0.019210532,1.5047954,-0.526951,0.43276384,3.9187782,0.5582733,0.5216084,-0.15598924,-0.44439688,4.2495666,0.20097224,-0.12587418,-6.675901,0.47444168,0.17114162,-0.33260244,3.3366935,-0.5504593,-0.25570676,0.44483086,-0.00025792918,0.09452748,0.21523793,-2.4710143,-0.65071803,-0.9017877,-0.26579657,2.644355,1.4519664,0.17055891,0.9631238,-0.47522783,-0.38690773,-0.13915734,0.11764269,0.2946979,-0.3649875,1.2119741,1.7092646,-0.5035072,1.3576602,-1.6866862,0.2499649,-0.7779067,0.13482736,0.063614614,-0.24309964,-1.1885062,0.5948983,4.144958,0.36718988,0.1343434,-1.1916869,-0.6841945,-2.818443,1.2781707,0.089539446,-0.64652115,1.2063075,0.06573826,2.240678,0.23522456,0.64865786,-0.20083182,0.2558365,-0.3031291,1.6337334,-1.4241456,0.014512013,0.024491107,-0.21008833,-0.20062594,0.48293722,5.279554,-0.27198228,0.01095434,-0.48742214,-2.470763,-0.40404403,-0.059677746,0.29770416,3.171484,-0.027774254,1.1941603,0.6685963,0.13702321,0.24259377,-0.075395666,-0.07583094,1.6832404,1.379227,0.80378413,-6.319817
Nuc_Texture_Correlation_Mito_5_03_256,-0.15733816,0.47311702,0.036986362,1.4996182,-0.26669776,0.18868493,-0.047700245,0.29071057,-0.008139908,-0.3200044,0.20129676,4.405454,1.235586,-0.9207439,1.3384286,-0.16446263,0.82195544,0.45215282,2.319959,0.3437179,0.1506065,0.50772625,-0.28325984,-1.303562,0.0769744,-0.24777572,0.24486174,2.0884917,-0.09570569,0.4712895,3.9177856,0.95381016,0.7242753,0.12153077,-0.12538047,5.0382895,0.3894999,0.21892047,-5.3286357,-0.5505186,0.3278372,-0.025821047,3.6596527,-0.04820365,-0.810021,0.61880124,0.33118817,0.33684352,0.012576099,0.15745798,-0.62453836,-0.7596558,-0.1565463,2.5572846,1.3984371,-0.16530578,0.6190176,-0.38925874,-0.2794322,-0.2304997,0.021132156,1.6126132,-0.015910784,1.4975382,1.3629231,-0.29517934,2.4105957,-2.672346,0.08094766,0.057856917,-0.3384887,0.2574542,-0.35343316,-1.4884657,1.0355507,4.573482,0.9482145,0.28780076,-0.42755648,-1.2658821,-6.7034545,0.556976,-0.16286288,-1.6643187,1.1032602,0.44569802,2.2310493,0.09787643,0.81771994,-0.032875676,0.17510612,-0.45338407,1.7029122,-0.7530425,0.4924743,-0.34942213,-0.18940131,-0.49076077,0.14810291,1.004908,-0.47983924,0.061384957,-0.8666031,-2.2241504,-0.738102,0.16268109,0.37841544,2.6535378,-0.102506705,0.35587487,1.9673625,-0.1315658,-0.1336513,-3.3493454,-0.0073981495,1.8337101,1.199689,0.8927613,-6.2518163
