gene,highly_variable
CRACR2B,False
SUMO4,False
MAGEB10,False
DNAJC28,False
OR4F4,False
NAALADL2,True
CD151,False
POLR2L,False
FAM20C,False
NECTIN3,True
SLC35G5,True
ANXA2R,False
TMEM94,False
FLII,False
SOX12,True
HNRNPA0,False
FXNP2,False
ANXA2R-OT1,False
YIPF7,True
FAM87B,True
CDKN2AIPNLP1,False
RPS2P2,False
RAB4A-AS1,False
MYOZ1,False
TMEM78,True
YWHAQP4,True
KCNJ10,False
TENM3-AS1,False
CHID1,False
PCDHB9,False
ZNF620,False
ZNF518A,False
TMEM187,False
CACYBPP2,False
SVBP,False
ZNF619,False
CCDC184,False
AP3S1,False
GRB2,False
ZBTB41,False
UBE2N,False
SPATA31C2,False
ARL6IP6,False
ZNF354C,False
CAPZA3,False
MAMDC4,False
CENPBD1P,False
ODF3,False
BET1L,False
RPS27,True
RIC8A,False
IMP3,False
ASB8,False
LCN15,True
ODF3B,False
DPY19L2,False
SPATA31E1,False
ZNRF3-AS1,False
C2orf73,False
GPR150,False
TSPYL6,False
LRRC75B,False
DMAP1,False
ADAMTSL1,False
CALHM5,False
IMPDH2,False
ALS2CL,False
MLF1,True
PRSS42P,False
NDUFAF3,False
C2orf69,False
GRAMD1C,False
STAP2,False
ULK4P3,False
TWF1P1,False
HTR3C,True
TSSK6,False
BOLA1,True
PDE4DIP,False
DDX10,True
GOLGA8Q,True
PPP1R42,False
NDUFV2,False
FAM27E5,False
GK4P,True
DALRD3,True
ZNF114,False
FAR2P2,False
ZNF518B,False
AMER3,False
SPINK6,True
ZNF366,True
LCORL,False
PARD6G,False
ZNF454,False
SH2B1,False
ZC3H12D,True
VN1R1,False
POGLUT3,False
PLEC,True
SH2D4B,True
RNF212,False
PRSS36,False
ZNF543,False
TMEM151B,False
GALNT11,False
SLITRK1,False
LINC02907,False
FAM230I,False
WDR6,False
PRM3,False
TNP2,False
SPAG11A,False
GEN1,False
TMPRSS9,True
AQP11,False
TMEM11,False
ZNF354B,False
KCNG2,True
SHISA3,False
OR2D3,False
CALML3,False
CALML5,False
ZFAND2A,True
PLEKHM3,False
ZNF223,False
HTR1A,False
CCDC185,False
FAM220A,False
DNAJC22,False
NEUROG2,False
CEP295NL,True
BEND3,False
CTDP1-DT,False
NT5DC1,False
RPS3AP5,False
TIMM23B-AGAP6,False
GLDC,False
COX14,False
LINC00314,True
H3P16,False
MCMDC2,True
TUBAL3,False
RPL10P16,False
P4HTM,False
UCN3,False
DTX3,False
KLHL11,False
NECAP1P1,False
AMBN,False
CTXN1,False
SLC25A20,False
CA8,False
CKS1BP6,False
CD28,False
EPM2AIP1,False
ERBB4,False
MAF,False
CTNNBIP1,False
OR6B3,False
DEFB125,False
GAPDHP29,False
PSAPL1,False
OTOS,False
GTPBP6,False
ERN1,True
GPR35,False
ACTG1P1,False
MRPL42P1,False
C10orf53,False
PPIAP33,False
ARMC10P1,False
CSRNP3,False
ZNF713,False
PARP10,False
DYNAP,True
SUZ12,False
NSUN3,False
KCTD12,False
DHFR2,False
RPP25,False
GRINA,False
C5orf64,True
GLULP4,True
THBD,False
GP5,False
LMO7DN,True
COX5A,False
STX19,False
ERFE,False
FAM219B,False
H2BC2P,False
ZHX2,False
CPN2,True
CPNE7,True
C5orf46,True
CD300LB,False
GDPD4,False
RIIAD1,True
MPI,False
ADORA2A-AS1,False
H1-8,False
TRIM73,False
OPLAH,False
TMEM52,False
TMEM139,False
RNF186,False
EFCAB13,True
MSC,False
APOLD1,False
RFLNA,False
EXOSC4,False
DPY19L3,False
TAF7,False
ZNF852,False
FOXE1,False
PFAS,False
HYI,False
CYBC1,False
TPRX1,False
LGALS7B,False
ZNF552,False
SMIM10L2A,False
GAK,False
ZBTB7A,False
TUFM,False
ERICH3,False
RMI1,False
CTC1,False
FBXO34,False
LINC00324,False
SELENOW,False
EIF3K,False
MRFAP1L1,False
SNX18,False
EXD1,False
AURKB,True
TAS1R2,True
C14orf39,False
MRFAP1,False
C3orf38,False
KLHDC7A,False
TMEM107,False
NSA2P3,False
RRS1,False
EXOC3L1,False
TRIML2,False
RCC2,False
OR13D1,False
IGSF22,False
C9orf50,False
ZFP42,True
CCDC89,False
TAAR3P,False
LINC02913,False
FAM133A,False
DPM3,False
C12orf42,False
CYC1,False
PER1,True
HTR1F,False
H3P47,False
TMTC2,True
HES7,False
FARSA,False
SPTY2D1,False
C10orf67,False
SAMD4B,False
LINC00670,False
MTUS2-AS1,True
CYP11B2,False
GIMAP7,False
ALOXE3,True
EDC3,False
TCAIM,False
RPS2P28,False
FUCA1,False
PXT1,False
GGN,False
OR7E97P,False
HNRNPCL1,False
TMEM125,False
ZNF664,True
SIGLECL1,False
CALR,False
LINC00311,False
MAGED1,False
GVQW3,False
LDLRAD3,False
CDH4,False
SMCO3,False
RAD23A,False
PCARE,False
GADD45GIP1,False
MEIS3P1,False
DAND5,True
TMEM151A,False
PTPN11,False
NSUN7,False
RTL3,False
FAM156B,False
WSCD1,False
RAB39A,False
CLK3,False
HLA-DQB1,False
GATA2,False
ARID3B,False
HMGN2P46,True
TMEM31,False
PACS2,False
OR4K11P,False
ELMOD2,False
EGR3,False
CATSPERE,True
GPC5,True
VWA1,False
LINC00174,True
DNAJB8,False
GEMIN4,False
HNRNPCL4,False
OR6W1P,False
IL6-AS1,False
FJX1,False
OR13C6P,False
SLC24A3-AS1,False
LINC01699,False
KLHL28,False
MKRN3,False
ZBTB18,False
EEF1A1P27,False
OR9A2,False
C14orf28,False
ALOX12B,False
SLC17A8,True
EIF3J-DT,False
SHARPIN,False
LBX2,False
DNHD1,False
SLITRK4,False
HTR1D,False
GCC1,False
LSMEM2,True
NBPF17P,False
RNF151,False
CIITA,False
ZFPM1,False
ALOX15B,False
PLD6,False
GPHB5,False
GRM8,False
CDC42EP4,False
DGKZP1,False
OR2AP1,False
OR6C4,False
ZBTB42,False
LACC1,False
MAF1,False
TPPP2,True
FCER1A,False
RPRML,False
ARL14,False
LINC00305,True
OR6C2,False
WDR97,False
NLRP8,False
PCED1B,False
SPEN-AS1,False
APOBEC3B,False
SYCN,False
PIPOX,False
ATP8B5P,True
FOXS1,True
ATOH7,False
CDH5,False
LRRC3B,False
OR7E22P,True
FAM216B,False
MRGPRX4,True
PCBP1-AS1,True
MYADM,True
MRGPRX3,False
MROH1,False
SERTAD2,True
PIK3CD-AS1,False
AKAP5,False
NKPD1,False
GIPC3,True
RNF227,False
CITED4,False
ABCA13,True
NLRP11,False
TIGD5,False
PDXDC1,False
PHC1P1,False
CFAP276,False
ZNF154,False
R3HDM2,False
B3GNT3,False
ITLN1,False
NRXN1,False
SEPHS2,False
OR10A7,False
GPBAR1,True
ZNF784,False
ZNF648,False
C14orf119,False
CCR8,False
LINC00652,True
GOLGA8J,False
BBS10,False
FIZ1,False
PUF60,False
SSC5D,True
DCTPP1,False
ZNF771,False
PPP1R14BP3,False
NAIPP2,False
TSHZ1,False
PSTK,False
SPDYE7P,True
RPA3P1,False
SOCS4,False
PTGR3,False
OR1E1,False
ZNF48,False
OR1R1P,False
GARIN5B,True
C3orf80,False
NKX2-6,False
TMEM150B,True
LINC02870,False
OR3A4P,False
ANKRD18A,False
WFDC11,True
TMEM86B,False
OR3A1,False
SEPTIN1,False
TRNAU1AP,False
EXOC3,False
ACER2P1,False
TDRD6,False
C12orf40,True
CSNK1A1L,False
ACTA2-AS1,False
HMGN2P9,False
XIAPP3,False
LYNX1,False
RPS12P23,False
TH,False
FAR2P1,True
MED14,False
FAHD1,False
HMGB1P14,True
TDRP,False
RCC1,True
WFDC9,False
MYL11,False
F2,False
GARIN6,True
TPT1P10,False
PRKRA,False
HERC2P3,False
NACAP2,True
ZNRF2,False
RRH,True
SLC9A4,False
ZNF816,False
PRNT,False
FGD6,False
ADGRD2,False
GPR139,True
TMEM277P,True
CNEP1R1P1,False
PLD5,False
OAZ2,False
WFDC10A,False
PNPLA1,True
ALX1,False
CCDC43,False
KCTD4,False
MEIOC,False
FZD2,False
TIGD2,False
ITPRID1,True
HCLS1,True
MTURN,False
ZNF609,False
PAK2,False
CCDC66,False
DEFB124,False
EMC3-AS1,False
KRTAP9-7,False
ATP5F1EP2,False
MCFD2,False
OR10AA1P,False
LINC00304,False
HARBI1,False
DEFB123,False
C11orf71,False
CYP8B1,True
OR6K6,False
OR6K4P,False
TPRXL,False
SERTM1,False
GAS1,False
ARHGAP45,True
OR10Q1,False
ZNF571,False
GLIPR1L2,False
DEFB119,False
MIGA1,False
KCNE1,False
DIP2C-AS1,True
NRIP1,False
ZSCAN4,False
BHLHA15,False
RNF182,False
LINC02908,False
TSPYL5,False
FUT7,False
H2AC6,True
EIF2S3B,True
SRP9P1,False
SKIDA1,False
H2BC4,False
ZBTB12BP,False
MB21D2,False
GSX2,False
SSTR2,True
ZNF594,False
PCGF5,False
SLC47A2,False
PRF1,False
OR2A4,False
MAB21L1,False
RPL21P8,True
VN1R3,False
YOD1,False
EXOC5P1,False
TMEM64,False
C3orf22,False
OR10K2,False
LINC02363,True
OR5AZ1P,False
CHRM4,False
OR51A9P,False
SHISA2,False
S1PR5,True
CLRN3,False
SMG1P3,False
GPR157,False
PIPSL,True
CHST13,True
WDFY3-AS2,False
OR7E129P,False
AGTR2,False
SLC36A4,False
ZDHHC20,False
ANKRD30B,False
OR51E1,True
ZFP3,False
ARSJ,False
HOXC9,False
MAP3K15,False
PPA1,False
HOXC10,False
PSMG4,False
BHLHE22,False
MAP6D1,False
CSNK1G2-AS1,False
ZNF443,False
LINC01559,False
PDIA3P1,False
LINC01555,False
CXCR2,False
DEFB112,False
GREM2,False
C11orf42,True
SSR4,False
CAPS2,False
ZNF792,False
CUEDC1,False
SCRIB,True
KCTD2,False
D2HGDH,False
OR52B1P,False
TTTY11,False
OR56B3P,False
OXTR,True
CMTR2,False
OR56B4,False
FAM83H,False
OR7E18P,False
GPR62,False
OR56A1,False
ZNF572,False
ST20,False
PITPNB,False
TCEAL8,False
OR52E4,False
LRRC57,False
OR52N2,False
MRPL14,False
GPR137C,True
C1orf105,True
OR52N1,True
BBS12,False
ZFP82,False
OR52N5,False
LSMEM1,True
OR56B2P,False
NQO1,False
OR56B1,False
AEN,False
FKRP,False
TRAPPC5,False
RPH3AL,True
SLC25A42,True
FCRL6,False
METTL23,False
SLC26A11,False
HIGD1A,False
CHRM2,False
OR52N4,False
MAPK15,False
EHMT1,False
ADIPOQ,False
LINC02878,False
ENTR1P2,False
F2R,False
OR52P1,False
HLA-V,False
ZNF707,False
MUC16,False
NPM1,False
FER1L6-AS1,False
PJA1,False
DHTKD1,False
PENK,False
H2BC27P,False
HECW1-IT1,False
OR8G2P,False
C4orf50,False
H2AC25,False
ZNF746,False
POLR2A,False
DLSTP1,False
TMEM132C,False
SLC25A41,False
MTHFD2P7,False
TLCD5,False
OR5AK2,False
FRAT2,False
OR5AK3P,False
TMEM102,False
TMEM132E,False
OR5G1P,False
ZNF322,False
NME9,False
SPEM1,False
OR9G3P,False
HEPHL1,False
LRRC75A,True
OFCC1,False
CTAGE10P,False
HSP90AA6P,False
OR5M8,False
CCL13,False
CFAP65,True
DDX60L,True
SYNE4,False
OGFOD3,False
WASHC1,False
UTS2R,False
AATK,False
DDN,False
SAGE1,False
ZNF467,False
SOX2,False
ZNF678,False
TMEM45A,True
RAP2B,False
ZBTB2,False
RNF135,False
OR6T1,False
GLRX5P1,False
ACBD4,False
OR8D4,False
SGSH,False
RPL24P4,False
MAB21L2,False
FANCB,False
EDDM3B,True
SETD2,False
EDDM3A,False
LINC03040,False
TMIE,True
MEX3D,False
OR52D1,False
MRPS23,False
OR52H1,False
FDCSP,False
GPR135,False
SLX1B,False
ANKRD62,False
P2RY13,False
TNFSF15,False
ZFP41,False
PHLDA2,True
ATG9B,True
GPR88,False
ZNF875,False
PLAG1,False
OR8H1,False
OR5T1,False
YIPF6,False
OR5T2,False
ZBTB20,False
OR2Z1,False
FDX1P1,False
DIPK2A,True
MACIR,False
OR8K5,False
AMIGO1,False
OR8H3,False
OR8H2,False
GPR3,True
TMEM252,False
OR5J1P,False
ODF3L2,False
OR5AS1,False
ACTL9,False
SIAH2,True
COPG1,False
ADGRB1,False
LINC00471,False
CELF2-AS1,False
OR6S1,False
SLC9A9,False
LSM10,False
KCTD9P2,False
RELL1,False
RFX7,False
SLC35C1,False
OR5D17P,False
TIGIT,False
RNF41,False
SLC2A4,False
FTMT,False
IBA57,False
CLDN7,False
ZNF329,False
ZNF101,False
OR4C6,False
C5orf24,False
LINC02724,False
ADO,False
COA4,False
OR4P4,False
PRKAG1,False
GINS3,False
OR4C15,False
OR4A21P,False
OR4A13P,False
OR4A15,False
OR4A16,False
OR52K2,False
NEUROG1,False
PYY3,False
CCDC149,False
GOLGA8CP,False
MRPS11,False
LINC00301,False
AQP7P2,True
PPIAP73,True
SNRPE,False
RTKN2,False
PNMA8A,False
CHST15,True
ADIG,True
USH1G,True
TRPC2,False
MGAT4C,False
TRIM49B,False
IDH2,False
OGFRP1,False
OR52A1,False
PTCHD3,False
OR6B2,False
TMEM259,False
GET1,False
TNRC18,False
FAM181B,False
TMEM30B,False
DEXI,False
ZNF716,False
NOP10,False
FAM89A,False
KCNIP1,False
TDRKH,False
ZNF708,False
IST1,False
ERCC6L2,False
MRPL41,False
ENPP7,False
CREB3L2,False
P2RY8,True
TP53TG1,False
UNC5C,False
MRGPRG,False
TSEN54,False
RGMA,False
ASB18,False
UBA7,False
MRPS16,False
SHISAL2A,False
RAD51B,True
CRYGB,False
LDOC1,False
ARL6IP4,False
EXT1,True
SHMT2,True
MOB2,False
HHIPL1,True
ATP6AP2,False
ZAR1,True
CYB5D1,True
BACE2,True
UBE2E2,True
SYNM,True
KCNA4,False
GABRG3,False
PRR34,False
NLRP10,True
FIGN,False
IZUMO1,False
TMIGD1,False
B4GALNT4,False
AP1S2,True
C8orf33,False
DCAF4L1,True
SPACA6,False
MBD3L3,False
ZSCAN22,False
KCNJ14,False
FBXL6,False
C1S,True
GLTPD2,False
KIAA2012,False
PRAMEF8,False
LIPF,False
OR5P3,True
DAOA,False
PDSS1P1,False
ZNF804B,False
CRIP1P4,False
CD300LD-AS1,True
KBTBD3,False
YBEY,False
OR5F2P,False
FAM87A,True
CLN8,False
PLCXD1,False
NXPH4,False
RPL27AP5,False
CACNB4,True
IFNL1,False
DNM1P46,False
TRAPPC6B,False
PGBD4,False
CDY2A,False
NPLOC4,False
OTOL1,False
KCNK4,True
TEX19,False
TSHZ2,True
CAPN12,False
EXOC7,False
OR2B8P,False
KPNA2,False
WASH6P,False
NCF1B,False
XKRX,False
BGN,False
CEP97,False
LHFPL1,True
FES,False
GLRX5,False
FAM104B,False
TBPL2,False
OR7E115P,False
CAV3,False
MXRA7,False
LIMK2,False
MFSD5,False
RNASE10,False
ADI1,False
RWDD4,False
SPNS3,False
OR4C2P,False
CLEC4G,False
SATB1,False
CSGALNACT2P1,False
NXPH3,False
CSF1R,False
EPHB3,False
VCX,True
EPGN,False
LINC00334,True
KRTAP11-1,False
SNORC,False
HS3ST4,False
TRAK1,False
TSPAN10,False
OR2V2,False
PLCB1,False
SKA2,False
RXFP3,False
CCNYL2,False
OR10G7,False
NDN,False
CCDC172,False
RNF32-DT,True
OR4Q3,False
NTM,False
TTC3,False
KCNB2,False
PPP1R27,False
BRICD5,False
GALR2,False
RESP18,False
IGIP,False
TSKU,True
FXYD6P3,False
CMC4,False
ANXA2,True
SEPHS1P1,False
RGS6,False
HOXB4,False
SLC35D3,False
PAQR7,False
PAPPA,True
MAFA,True
NGRN,False
GRID1,False
RPS17,True
HCAR2,True
OR2T29,False
CCDC87,False
GSTA5,False
C1orf116,False
TMEM198B,False
MAGEB17,False
CRIP2,False
DDX28,False
FUNDC2P2,False
KRTAP13-2,False
FAM230E,False
ACBD3,False
HAPSTR1,False
PLCXD3,True
RRP7BP,False
VMO1,False
OR4F15,False
ALG12,False
LCK,False
GALNT9,False
COL18A1,False
RBM10,False
PRKCZ-AS1,False
ADGRG3,False
RPS27AP20,False
GLUD2,False
TMEM95,False
TCHHL1,True
RPL35A,False
RGS7,False
SLC25A18,False
ZNF721,False
TSPEAR-AS2,True
TCEAL7,False
C11orf54,False
GPATCH11P1,False
CEP63,False
WFDC10B,True
SRPRA,False
OTOP3,False
EWSR1,False
ODF3L1,False
HMGN4,False
SPATA13,True
GJC1,True
NPM1P14,True
SOX1,False
CNOT10,False
OR4M2B,False
MTA1,False
ZNF662,False
CADM1,False
ZNF320,False
C12orf60,False
PYCR1,False
NAA38,False
SPNS2,False
MCEMP1,False
AP2A2,False
TPM3P8,False
SLC8A1,False
OR1G1,False
SLC25A21,False
OTOP2,True
CYLC1,True
PCP4,False
ABAT,False
SLC25A10,False
CAMK1D,False
RGPD6,False
FAM133CP,False
LYSMD4,False
WBP2NL,False
IGSF5,True
NKX2-5,False
AFMID,False
GAS6,False
FREM3,False
NEB,True
BEGAIN,False
GPC6,False
ARHGEF37,False
FAM43B,False
CSMD1,False
OR2A3P,False
CALHM3,False
PTGDR2,False
CEP57L1,False
RIPPLY3,False
PRORY,False
ANKRD20A2P,False
GPR19,False
GJD3,False
RABIF,False
TMEM119,False
FANCF,False
CALN1,False
POM121L1P,False
SMDT1,False
GABRR3,False
C2CD4C,False
CHST6,False
HSP90AB3P,False
POTEC,False
RUVBL2,False
GDPGP1,False
CTNNA3,False
WT1-AS,False
RIMBP3C,False
PRR36,False
NF1P3,True
LINC01547,False
OR51B4,False
PTTG1IP,False
DDX41,False
ABHD16B,False
OR52E8,False
CCDC60,False
PLGLB1,True
DAZAP2,False
CCBE1,False
SELENOF,False
PRSS40A,False
RPSAP19,False
OR5P2,False
FAM9A,False
MAGEA2B,False
TMEM121B,False
ZNF623,False
OR2T34,False
OR52L1,False
EPHA10,False
SPDYE4,False
CCDC125,False
REC114,True
BOLA2,False
BCOR,False
JRKL,False
CABCOCO1,False
GBP6,False
KIAA2026,False
OVCH2,False
SYNDIG1L,False
TTTY8,False
FHL3,False
OR56A4,False
PMCH,False
TMEM89,False
TEKTIP1,False
CCDC159,False
RIPK4,False
LRIT3,True
NPIPA1,True
SF3A3,False
ZBTB8OSP1,False
TFDP3,True
TRIM61,True
OR7E38P,False
GRIN2A,True
PKD1P3,False
URAD,False
FLJ40288,False
GTF2H2C,False
ASB7,False
SH2D7,False
TREX2,False
GPR132,False
MX2,True
EP400,False
MEX3B,False
PI4KAP2,False
TENT5C,True
COA5,False
TDGF1P2,False
UTP11,False
PSMG1,False
PRR14L,False
COL18A1-AS1,False
KLRC4,True
ACSM5,False
C10orf120,True
IZUMO1R,False
BPIFA4P,False
SERHL2,False
PCBP3,False
PGPEP1L,False
SETD3,False
TNFAIP8L3,False
ZNRF3,False
FBXL7,True
HMGN3P1,False
TANGO2,False
H3C13,False
SMG1P5,False
SFXN4,False
GKN2,False
FAM167B,False
MRPL54,False
ZNF438,False
HMCES,False
CCR3,False
DGCR6,False
GOLGA8G,False
PRR32,False
TP53TG3,False
RP1L1,False
KRTAP8-1,False
C15orf32,False
HOATZ,False
ZNF530,False
NDUFB1,False
MARCHF11,False
KLHL25,False
TAFA1,False
GAPDHP30,False
TRMT12,False
GUSBP1,False
PSG9,False
CMKLR2,False
LINC00518,False
BMP8A,True
ALYREF,False
RFLNB,False
EFHC2,False
NOG,False
MRGPRX2,False
UPP1,False
SLC9B1P1,False
OR4N4,False
IFNL2,True
OPCML,False
TRIM52,False
LHFPL6,True
CMTM4,False
TMEM50A,False
FIGLA,False
ASCL2,False
TBK1,False
CBX6,False
MACC1,True
ACSM2A,False
TBL3,False
BPY2,False
ACP7,False
KREMEN1,False
TRAIP,False
CHEK2,False
FOXL2,False
AIFM3,False
KCTD16,False
B3GALT5,False
ZNF703,True
SLC35F3,True
KCTD8,False
DOCK8-AS1,False
TUBA8,True
NPIPA5,False
BPY2B,False
EMILIN3,False
OLFML1,False
FAM162B,False
RBM12B,False
CCR4,False
LIN9,False
NCF4-AS1,True
BTBD9,True
NUDT14,False
ANKRD45,False
CFAP91,False
PNMA3,False
GPR39,True
FAM3B,False
ZNF730,False
KIRREL1,False
IQGAP3,True
CNGA2,False
TOB2,True
SCN5A,False
ARSI,False
UTY,False
SRARP,False
NPIPA9,False
TTC32,False
LRRC55,True
OR4G2P,False
RPL21P132,False
DNAH2,False
SH2D1A,False
SDR42E2,False
DUSP5P1,False
HTR7P1,False
TRBV21OR9-2,False
PRKX,False
KMT5A,False
KCNH8,True
SMTN,True
NPW,False
PP2D1,False
COA3,False
NPB,False
MAGEA13P,False
ST6GALNAC3,False
PTP4A2,False
ACTG1,True
TMPRSS2,False
DENND5A,False
OR2T10,False
DSCR4,False
KRTAP20-2,False
CTAG1B,False
DIABLO,False
OR7E87P,False
VPS33B,False
TBX1,False
ADAP2,False
SREBF2-AS1,True
UQCR10,False
FAM120C,False
BRD7P2,False
TREML3P,False
TRIML1,False
EIF3C,True
RPL11P4,False
CLDN5,False
NIPSNAP1,False
RPL7AP28,False
OR4F6,False
CNTN2,False
SPRR4,False
LRRC51,False
OR10J5,False
KCNQ3,False
ADRA2C,False
NR2C2AP,False
C1QTNF12,False
CRELD2,False
OR1D2,False
SCFD2,True
UBE2F,False
KCNJ12,False
GPR173,False
PPP1R2,False
TSPYL2,False
GOLGA6L4,False
PGP,False
C22orf46,False
SNRNP35,False
DGAT2L6,True
IRAK1,False
CMSS1,False
OLIG1,False
NDUFV1-DT,False
PCDH9,True
ACOT1,True
OAF,False
ALDH1A3,False
H2AC20,True
KCNK12,False
H2AC21,False
POU6F1,False
LINC00315,False
DEFB108B,False
TM2D3,False
TSSC4,False
TACSTD2,False
CLECL1P,True
SIX6,False
DRD5P1,False
PRKD1,False
CCSER1,True
ZDHHC23,False
MROH7,False
RPL23AP82,False
OR51J1,False
S100A7A,True
SRPK3,False
GDF3,False
IQCF2,False
SLIT3,False
EFNA5,True
MRGPRE,True
KRTAP19-1,False
H1-5,False
SPATA32,False
PKP3,False
MAP7D2,False
CSF1,True
COLEC10,False
ACTRT3,False
PLA2G6,False
MAML2,False
UMODL1-AS1,False
PABPC1L2B,False
A3GALT2,True
OR4N5,False
SS18L1,False
KCND2,False
IRS3P,False
RPL23AP38,False
TOP1MT,False
COPB2,False
LRRC19,False
THAP7,False
KNTC1,False
CCR10,False
NCMAP,False
BPIFC,False
WDR27,True
TXNRD2,False
C1QTNF8,False
OR56A3,False
FOXO4,False
POU3F2,False
PTP4A3,False
FOXD4L1,False
TMEM255B,False
PROS1,False
GAST,True
NUTM1,False
HDDC3,False
BEX5,False
ZFP1,False
PTGER4P2,False
CEND1,False
C6orf58,False
DHRS7C,False
DUSP8,True
SOCS3,False
SPEM2,True
SLITRK6,False
PIWIL3,False
LPAR5,False
XPOT,True
STING1,False
PDE4B,False
TAFA3,False
C14orf180,False
SNN,False
FAM167A-AS1,False
KCNH7,False
RPL7P26,False
NELL2,False
SPDYE12,False
ZNF840P,False
KRBA2,False
ZNF72P,True
MED12,False
ZNF93,False
SEPTIN9,False
PRSS55,False
ODF4,False
FOXD4L4,False
CDCA2,False
OR7E14P,False
RALYL,False
AMER1,False
ZBTB40,False
H2BC21,False
CLDN6,True
OR51M1,False
SEPTIN5,False
EIF4ENIF1,False
LRRC26,False
SERINC4,True
RNLS,False
KRTAP6-1,False
APOBR,False
FAM110C,True
DDX53,False
OR5AQ1P,False
ATL3,False
NDUFA12,False
PRSS40B,False
MGAT4EP,False
SMIM10,False
DYNLT2,False
UBE2G2,False
SATL1,False
OR4C10P,False
OSBP2,False
UNC93B5,False
B3GALT5-AS1,True
TRARG1,False
PRR23B,False
ZBTB7C,False
APOO,False
PRR16,False
TMED9,False
CYCSP45,True
DRD1,False
LINC00308,False
TMEM186,False
SDR42E1,False
RBM33,False
ARMCX2,False
BTBD6,False
SRY,False
H1-10,False
RBM43,False
SUMO3,False
IMMP2L,False
TCEAL2,False
CLCNKB,True
DMRTC1B,False
JAG2,False
FMNL1,True
NUTM2A,False
PTRHD1,False
LCN12,False
OR6A2,True
WT1,False
ZFP90,False
AQP12A,False
FAM227A,False
OR6C70,False
MUC6,False
RPL7AP49,False
NOC4L,False
USP18,True
NDUFA6,False
CHRM5,False
SORCS2,True
TMEM121,False
TMEM106A,False
SIVA1,False
TTTY13,True
BRI3BP,False
IFNE,False
SLC22A10,False
DGAT1,False
RFX6,True
ROBO2,True
AP3M1,False
F8,False
NT5C1B,False
CA13,False
UBOX5,False
MAFF,False
BRF1,False
LRRC14B,False
SLC2A3P2,False
SEMA4B,False
ZNF733P,False
MROH2A,False
SPDYE16,False
CIB1,False
ANKS1B,True
NELFA,False
SLC24A3,False
SGCZ,False
EFCAB10,True
C5orf47,True
UFD1-AS1,True
KRT76,False
FLRT2,True
OR7E31P,False
RPL9P14,False
INTS5,False
RPS27L,False
MANEAL,False
ADSS1,False
ANO9,True
FAF1,False
MYADML2,False
FAM43A,False
NSMCE3,False
HSF1,False
C6orf120,False
PURA,False
H2BC13,True
INPP5J,True
NPY2R,False
MIXL1,False
MFSD6L,True
LRRC37B,False
DDX51,False
NOMO2,True
LINC00482,False
AQP12B,False
ZNF479,True
GOLGA8EP,False
LINC00313,True
SIGIRR,True
NRBP2,False
PRSS57,True
IFITM2,False
WASIR1,False
TNFAIP2,True
ZNF445,False
PGBD2,False
GAPDHP24,False
TCEAL9,False
MC2R,False
RAB11B,False
PRMT3,False
GP1BA,False
PRPF39,False
MAGEA11,False
PPIL6,False
ZNF74,False
KIAA0825,True
UBALD2,False
TEX33,False
CDNF,False
NOTUM,False
KLHL33,False
RBM11,False
GALNT17,False
CD24P4,False
ZBTB37,False
NUPR2,False
IL3RA,True
SPPL2C,False
CCDC137,False
SFTPA2,False
RGPD2,False
ARL15,False
C12orf56,False
SCN10A,False
SSXP4,False
CDK10,True
TMEM105,False
SOCS1,False
TCN2,False
GAS2L1,False
ATP6V0A2,False
PRKN,False
TEDC1,False
HS6ST3,False
HGS,True
TNFAIP8L1,False
OR2V1,False
RAD51D,False
OR7A17,False
MAPK11,False
FGF7P2,False
SP140L,False
MRPL30,False
TARS3,False
SMYD3,False
METTL7A,True
LINC00158,False
IFNLR1,False
SH3BGR,True
FAM174B,True
FAM47A,False
ZSWIM9,False
KPNA7,True
TMEM179B,False
GPRIN3,False
KRT6B,False
PARPBP,False
STAC3,False
ROR1,False
SDHAP1,False
SEPTIN7P13,False
MUC1,False
FAAP100,False
IRF7,False
L3MBTL1,False
BRCC3,False
SV2B,False
FAM131C,False
LMNTD2,False
SPATA45,False
PDE6G,True
PRKG1,False
NR2F2,False
DLK1,False
TLCD2,False
LSAMP,False
AHNAK2,True
OLFML2A,False
SP1,False
SPATA8,False
WASH3P,True
ACTBP7,False
MRPL40,True
DBX2,False
INKA1,False
PDIA2,False
PCGF3,False
LMLN,True
P4HB,True
PSMD13,False
PBX1,False
RPL14P6,True
NDUFA4L2,False
SHC4,False
FTH1P14,False
KRT79,True
ZFP36L1,False
UBE2L3,False
NTF3,False
BRWD1,False
SMIM23,False
PMEL,False
SYN3,False
POU3F1,True
SNAI3,True
ZBTB3,False
LYG2,False
MORN5,False
EP400P1,False
PRAME,False
TEX56P,False
MYBL1,False
TTTY8B,False
OR5M5P,False
SMG1P4,False
MOSMO,False
DRG1,False
ANKFY1,False
YTHDF3,False
ZNF696,False
ADARB2,False
NRG3,False
SRL,False
C11orf87,True
IFIT1,True
CXorf38,False
CLDN24,False
KCNQ5,False
ADAMTSL5,False
KCNIP4,False
SPATA31A6,False
MORF4L1,False
NLRP9,False
WDR53,False
DMWD,False
SLC52A2,False
PIGP,False
IKZF1,True
PCYT2,False
NAT8L,False
OR6C76,False
NPAP1,False
BCAP31,False
ARL17A,False
RPL12P4,False
HDHD5-AS1,False
