gene,highly_variable
RNU6-1177P,False
RNA5SP332,False
RNU6-1246P,False
RNU6-1000P,False
RNU6-482P,False
RNA5SP171,False
RNU6-401P,False
RNU6-269P,False
SNORD115-45,False
RNU6-159P,False
SNORD113-2,False
RNU6-817P,False
RNU6-1055P,False
RNU6-796P,False
RNU6-1275P,False
Y_RNA-582,False
RNA5SP323,False
RNU6-1248P,False
SNORA74B,False
Y_RNA-583,False
RNU6-663P,False
RNY4P18,False
RNU6-932P,False
SNORD115,False
RNU11-3P,False
SNORD77B,False
RNY4P36,False
RNU6-1111P,False
U3-20,False
RNU1-119P,True
RNA5SP105,False
SNORD115-49,False
RNU11-6P,False
SNORA75-1,False
RNA5SP252,False
U3-21,False
SNORA75-2,False
RNU6-1269P,False
RNU6-243P,False
SNORA53,False
RNU6-131P,False
SNORD90,False
Y_RNA-584,False
RNU6-241P,False
RNU11-4P,False
SNORD69,False
RNA5SP286,False
RNU6-644P,False
RNU6-695P,False
RNU6-460P,False
SNORA12,False
RNU6-952P,False
RNU6-754P,False
RNU6-1158P,False
RNU1-101P,True
RNU6-400P,False
U3-22,False
RNU6-530P,False
RNU6-1197P,False
RNU6-1109P,False
SNORD19,False
RNU6-332P,False
RNU6-1093P,False
RNA5SP465,False
SNORD86,False
RNA5SP300,False
RNA5SP299,False
RNU6-972P,False
U3-23,False
Y_RNA-585,True
RNU6-1268P,False
RNU11-5P,False
RNU6-1250P,False
RNU6-918P,False
RNA5SP212,False
RNU6-466P,False
RNA5SP63,False
SNORD115-47,False
SNORA75-3,False
SNORD70,False
RNU6-808P,False
RNA5SP474,False
U3-24,False
U3-25,False
RNU6-510P,True
RNA5SP496,False
RNU6-337P,False
RNU6-995P,False
RNA5SP354,False
RNU1-78P,False
U3-26,False
SNORD116-31,False
RNU6-192P,False
Y_RNA-586,False
RNA5SP35,False
RNU6-630P,False
RNU6-381P,False
RNU6-1326P,False
RNU6-1254P,False
Y_RNA-587,True
RNA5SP482,False
RNU6-903P,False
RNA5SP467,False
SNORA75-4,False
U8-15,False
RNU6-587P,False
SNORA40C,False
SNORA26,True
SNORA75-5,False
U8-16,False
RNA5SP525,False
RNU6-876P,False
U3-27,False
RNU6-279P,False
RNA5SP53,False
RNU1-56P,False
SNORA3B,False
RNU1-139P,False
U3-28,False
SNORD30,False
RNU6-1239P,False
SNORD58,False
SNORA75-6,False
RNU6-493P,False
RNA5SP397,False
RNA5SP241,False
ZRSR2P1,False
KRTAP16-1,False
KRTAP29-1,False
KRTAP9-6,False
LINC01089,False
CTAGE1,False
DEFB117,False
LINC02693,False
KRTAP4-11,False
KRTAP4-9,False
KRTAP2-3,True
KRTAP2-1,False
LINC02656,False
RTL8B,False
EWSAT1,False
HMGN2P8,False
ST13P5,False
RPL15P3,False
OR2A42,False
RPS26P3,False
TTTY2,False
TTTY2B,False
RNF208,False
KRTAP3-3,False
KRTAP3-2,True
KRTAP3-1,False
MT-ND4L,True
MAP10,False
RPL23AP4,False
KRTAP12-4,False
KRTAP10-3,False
KRTAP6-3,False
HNRNPA1P40,False
C2orf74-DT,False
POU5F1B,False
RPS26P6,False
BTF3P12,False
PTTG3P,False
RPS15AP36,False
VN2R17P,False
ZNF580,False
PABPN1P1,False
ZNF611,False
KLK9,False
SYT3,True
NUP62,True
COX20P1,False
CFL1P4,False
CGB8,False
NDUFA3P3,False
AURKAP1,False
RPL23AP80,False
EEF1A1P32,False
DENND1B,False
OR5S1P,False
HNRNPA1P34,False
TPM3P1,False
RPL5P5,False
EEF1B2P7,False
C1orf220,False
PFN1P11,False
RPL29P7,False
SFT2D2,False
CEP43,False
KRT8P40,False
HMGB3P6,False
LPAL2,True
CHP1P2,False
RPL31P11,False
SCAF8,False
ARPC1BP1,False
PPP1R14BP2,False
VPS26CP1,False
CFAP45,False
ACKR1,False
PDCL3P5,False
SCYL2P1,False
PHB1P1,False
ZNF254,False
KRT18P68,False
NPM1P46,False
AHCYP5,False
BTF3L4P3,False
RPL7AP37,False
RNF11P1,False
COX5BP2,False
TUBB8P8,False
MEMO1P2,False
CHCHD2P4,False
LIN28AP1,False
RPL23AP46,False
DYNLT2B,True
TXNL4AP1,False
RPL32P31,False
EEF1DP5,False
YWHAZP4,False
PPP1R14BP5,False
ARF1P2,False
CRYGS,False
ELK2AP,False
CRIP1,False
RPL23AP60,False
JPT1P1,False
CNN2P9,True
RPL7AP60,False
RPL32P10,False
GAPDHP36,False
CEND1P1,False
KLHL23,False
Metazoa_SRP-6,False
SAR1AP2,False
LINGO4,False
RPL13P6,False
PRDX2P4,False
RPL22P1,False
RPL17P41,False
RPL36AP48,False
OR10N1P,False
OR10D5P,False
RPS7P8,False
FAM24B,False
TRIM59,True
COPS5P1,False
YBX1P4,False
BTF3L4P2,False
MLLT11,True
CDK7P1,False
NUDCP1,False
ASIC3,False
FABP5P10,False
GIMAP1,False
STRADBP1,False
RPL32P17,False
KRT18P64,False
NCLP1,True
CCDC183,False
ARHGEF35,False
OR2F1,False
CSH2,False
DNLZ,False
TOMM40P4,False
NOC2LP1,False
RPL12P38,False
TCL1B,True
PPP1R2P10,False
RPL23AP62,False
ST13P10,False
EEF1A1P16,True
YWHAZP2,True
PTMAP10,False
NPM1P32,False
H3P4,False
SUPT4H1,False
RBMS2P1,False
RPL12P42,False
YWHAZP5,False
EEF1B2P6,False
VDAC2P3,False
NIP7P2,False
TSGA13,False
RPS6P26,False
RPL6P25,False
RPL7AP9,False
IFITM9P,False
MARCKSL1P1,False
NRAS,False
RPL23AP45,False
PGK1P2,False
RPL22P10,False
ZNF625-ZNF20,False
HNRNPA3P6,False
HMGB3P11,False
HNRNPCP6,False
RPL18P11,False
RPL9P18,False
CYCSP19,False
RPL7AP34,False
LTC4S,False
RPS7P11,False
SLC25A5P6,False
NPM1P50,False
CLNS1AP1,False
ANKRD39,False
ATF4P1,False
QTRT1,False
CHUK,False
RPL21P18,False
PCNPP3,True
MXD3,False
GAPDHP44,True
CNN2P8,False
RPL36P12,False
FTH1P12,True
RPS3P6,False
GSTM2,False
ST13P11,False
RANP6,False
NAP1L1P3,False
LINC00671,False
GAPDHP71,False
COG8,True
EIF4E2P1,True
RPL7AP39,False
ARHGAP19,False
RPSAP46,False
HAUS7,False
LCAT,False
RPS2P17,True
RPL12P18,False
MAGEA12,True
PTPRCAP,False
CISD1P1,False
ANXA2P1,False
C1QBPP2,False
RBM22P2,False
HNRNPA1P33,False
PVRIG,False
KRTAP4-12,False
KRTAP2-4,False
GPC2,True
RPL7AP17,False
RBMX2P2,False
KRT222,False
HSPD1P1,False
RPL17P34,False
RPLP1P6,False
VTI1BP2,False
ATP6V0CP3,False
YBX2P1,False
OR5AC1,False
H2AZP1,True
RPL18AP3,False
NPM1P7,False
SIPA1,False
RPS23P2,False
GAPDHP28,False
VDAC1P7,True
OR6C69P,False
AKR1B1P2,False
FTH1P3,False
PPIAP82,False
RPL32P15,False
ERV3-1,False
SYNJ2BP,True
ARL2,False
HMGB1P37,False
FIRRE,True
TTLL13,False
CFL1P2,False
NDUFAF4P2,False
EIF4A1P8,True
ASS1P4,False
FBLIM1P1,False
NT5C3AP1,False
ACTN4P1,False
RPL26P13,False
TPT1P13,False
LAP3P2,False
PPIAP16,False
GBP7,False
IMPDH1P5,True
RBMXL1,False
RPL36P7,False
RAC1P5,False
SRA1,False
FAM32CP,False
SETP8,False
RPL32P22,False
MTHFD2P5,False
STIMATE,False
GNG5P1,False
KRT8P41,True
YBX1P6,False
TXN2P1,False
RPL7AP43,False
RARRES2P2,False
VN1R64P,False
PPIAP81,False
DNAJC9,False
RPLP0P6,False
HMGN2P32,False
HNRNPA1P64,False
C8orf82,False
HNRNPA1P13,False
GTF3C6P2,False
LDHAP5,True
CPLX3,False
VDAC1,False
ZBTB9,True
PPIAP42,True
TMX2,False
GAPDHP25,False
SLX1A-SULT1A3,False
KRT18P19,False
NAA50P1,False
AKR1B10P1,False
OR4A45P,False
SLC25A14P1,False
RPL7AP50,False
FAM220CP,False
RPL11P3,False
HEXA,False
NDUFS3,False
RPSAP54,False
LEPROT,False
LBH,False
BOLA3P3,False
ADAT3,False
PPP1CB,False
EEF1DP4,False
RPL7AP4,False
VN1R37P,False
SAPCD2P1,False
SLC25A1P3,False
SULT1A4,False
HMGB3P30,False
RPL22P22,False
GPSM3,True
RPL31P44,False
LAT,False
RSU1P3,False
RPS16P8,False
PGGT1BP1,False
OLA1P2,False
NCKIPSD,False
SLC25A5P3,False
ATF6B,False
LDHBP2,False
TREX1,False
SEC14L1P1,False
S1PR3,False
RPS7P14,False
CTBP2P6,False
CAPZA1P3,True
SLC35F6,True
RPL17P50,False
SETP22,False
EEF1A1P15,True
RHOG2P,False
HMGB1P10,False
SLC16A14P1,False
PHB1P7,False
PIGCP1,False
FAM209B,True
FABP5P5,False
CLIC1,False
HMGN2P30,False
DDAH2,False
PRDX2P2,False
RPS2P52,True
RPS16P2,False
POLD2P1,False
RAB5CP1,False
ANAPC10P1,False
BRI3P2,False
PPIAP68,True
SERBP1P1,False
RPS29,True
ZNF337-AS1,True
RPS10P14,False
WASHC3P1,False
CENPBD2P,False
KPNA4P1,False
RPS3AP20,False
UGT2B11,False
ATP6V1G2,False
MT1P1,False
ZNF134,False
ACTBP2,False
FAM210CP,False
KRT8P37,False
EIF1P7,False
HNRNPA1P32,False
GTF2H4,False
PSMC1P2,False
DDX47,False
RPL35P4,False
AKR1B1P3,False
NHP2P2,False
RPL7AP38,False
OLA1P1,False
ZNF888,False
RPL7AP41,False
ZNF845,False
ZNF321P,False
KLRK1,True
CNN2P4,False
RPL13P2,False
CEACAM18,False
CFL1P5,False
TMX2P1,False
SUGT1P2,False
EMP2,True
CNN2P6,False
VDAC1P2,False
ACTBP15,True
KCTD11,False
RPL21P75,False
RPL7AP62,False
EEF1B2P2,False
YBX1P10,True
TAF9BP1,True
RPL32P11,False
PPIAP86,False
RPL7AP64,False
CFL1P7,False
RPL7AP7,False
NPM1P6,False
CYB5AP4,False
RPL13AP7,False
UBD,True
LINC01521,True
PPM1N,False
RPL3P6,False
CEACAM16,True
RPS17P1,False
SLC23A3,True
LTB4R,False
LIPE-AS1,False
LTB4R2,False
CYP2A7P1,False
OR2G1P,False
RPL13P,False
RPL5P8,False
DNASE1,False
MDP1,False
LEUTX,False
CSNK1E,False
HNRNPH1P2,False
NPM1P33,False
MSRB1P1,False
CCL27,False
IRF9,False
GALT,False
HBE1,False
HBG1,False
RPL22P16,False
CLDN9,False
SEPHS1P6,False
KRT18P17,False
DNAJB1P1,False
ITGA1,False
RPS10P2,False
ATP5PDP3,False
KRT18P29,False
API5P2,False
CHCHD4P4,False
NUDT19,False
ZNF726,False
ZNF99,True
TAX1BP3,False
RPL7AP14,False
AP1G2,False
RPL36AP9,False
ZNF90,False
NAXD,False
TM6SF2,False
PGAM1P7,False
MEF2B,False
ATP5PBP3,False
PCNAP3,False
KRT18P38,False
GANC,False
RPL32P23,False
RPSAP61,True
RRM2P3,False
RBM39P1,False
FTLP4,False
TTLL3,True
REPIN1,False
RPL23AP29,False
ATP5PBP4,False
MRPL23,False
ARPC3P5,False
ZNF891,False
CLDN7P1,False
LINC02418,False
PGAM1P4,False
IFNA7,False
LINC02347,False
IMPDH1P2,False
SMIM7,False
RPS11P7,False
UCA1,False
FBXO16,False
ARF4P3,False
RPL7P17,False
TSPAN4,False
RPL6P5,False
MANEALP1,True
RPL21P17,False
RPL23AP39,False
CPSF1P1,False
GNAQP1,False
CPNE1,False
CYP4F30P,False
ARL16,False
RPL9P21,False
SMCO1,False
PLAC9P1,False
WEE2,False
PAXIP1-AS2,False
MAGEB1,False
TPT1P5,False
LDHAP4,True
PAFAH1B2P1,False
LYRM4,False
MYCBP,False
PRDX1P1,False
SNRPEP9,False
TMEM213,True
SDHAP4,False
PRCD,False
ACTN4P2,False
RPL7P60,False
LINC00887,False
LINC02026,False
ALG3,False
SDC4P,False
AMZ2P1,False
PLEKHM1P1,False
PPIAP23,False
PTMAP5,False
GCC2-AS1,False
XPOTP1,False
ST7-OT4,False
ZNF788P,False
RNF152P1,False
UBE2V1P2,False
SH3D21,False
SMIM30,False
HMGN2P31,False
TTC41P,False
EEF1A1P12,True
TPM3P2,False
RPS4XP1,False
HNRNPA1P43,False
KRT18P10,False
CTAGE14P,False
C19orf38,True
IQCJ,False
TUBBP2,False
HNRNPA1P10,True
C17orf67,True
MINDY4B,False
SETP21,False
PUDPP3,False
CTAGE11P,False
AZGP1P2,False
FIS1,False
RPS2P6,False
ANKRD36BP1,True
RPSAP53,False
KCTD9P4,False
STARP1,False
RPS3AP33,False
LGMNP1,False
AGGF1P1,False
ANG,False
SCART1,True
HMGN2P39,False
KRT8P14,False
RAD51AP1P1,True
NPS,False
PDCL3P3,False
HMGB3P13,False
RPL39P5,False
POU2AF3,False
APTR,False
FOXO1B,False
ALDOAP2,False
MRPS21P6,False
SPDYE3,False
Metazoa_SRP-7,True
MBLAC1,False
AZGP1P1,False
ATP5MC1P6,False
CXADRP1,False
CBX1P4,True
CBX1P2,False
C3orf56,True
RPL31P1,False
SLC9B1P2,True
ABCD1P5,False
PDPR2P,False
CTAGE16P,True
FOXI3,False
SOGA3,False
ATP5PBP2,False
OR4F13P,False
OR1X5P,False
VAC14-AS1,False
PAFAH1B1P1,False
NEURL1B,False
RPL18P10,False
EFCAB9,False
RPS3AP36,False
EIF4EP5,False
HAUS3,False
CYB5AP2,False
RPLP2P1,False
VSTM5,False
NFYBP1,False
LINC00488,False
RPS3AP26,False
TUBAP2,False
KANSL1-AS1,False
LCNL1,False
RAP1BP2,False
RDUR,False
BBIP1,False
TRIM77,False
GNAT3,False
KRT18P13,False
FAM149B1P1,False
LRRC37A4P,False
NPM1P10,False
CYCSP6,True
VPS33B-DT,False
GOLGA2P8,False
NIFKP1,False
AS3MT,False
FAM185BP,False
FAM187A,False
RCN1P2,False
PLIN5,False
RPL7P29,False
TPT1P6,True
SMARCE1P6,False
RPSAP28,False
RPL7P1,False
OR7E148P,False
SEC14L6,False
SPINK13,True
HIGD1C,True
NOTO,False
KRT42P,False
PPME1,False
KRTAP2-2,False
STARD10,False
KRT18P33,False
ZNF705EP,False
RPS15AP1,True
RPS4XP3,False
GTF2IRD2P1,False
MEG3,True
SDHCP2,False
COPS8P2,False
LRRC37A11P,False
ZC3H11C,False
RPL21P41,False
RBBP4P4,False
NUTM2D,False
GAPDHP15,False
CPEB1,True
HMGN2P15,False
ZNF971P,False
PGGT1BP2,True
EML6,False
CTBP2P5,False
NPM1P36,False
ADAM24P,True
RPS19P1,False
SLC6A10P,False
POLR3DP1,False
NDUFB5P2,False
RPSAP6,False
DEFB113,False
DEFB133,False
COMMD4P1,False
ZNF727,False
HNRNPA3P3,False
B3GALT9,False
ZSWIM8,False
RPLP1P5,False
KRT8P26,False
SLC29A4P2,False
SLC29A4P1,False
RPL6P12,False
RPL9P16,False
IQCF5,False
ANKRD49P4,False
IQCF6,False
C10orf105,True
LINC01913,False
ARHGEF33,True
NPAP1P2,False
C12orf71,False
COMMD4P2,False
IFRD2,False
CAPN14,False
ZBED1,False
KRT18P49,False
CDIPTOSP,False
RPL5P35,False
TOMM6,False
MRPS5P3,False
GOT2P6,False
HNRNPUL2,False
SRSF8CP,False
CSKMT,False
RPL36AP2,False
RPL21P1,False
HNRNPA1P15,False
SEPTIN7P2,False
GUCY2C-AS1,True
MS4A18,False
POLR2J4,False
RPS3AP21,False
MS4A4E,True
KRT18P42,False
TUBA5P,False
NPM1P31,False
CYCSP55,False
FER1L6,True
IMPDH1P3,False
CDRT15L2,False
MPRIPP1,False
HMGB1P4,False
KRT16P3,False
NXT1P1,False
EI24P3,False
DDX12P,False
MTCP1,True
UPF3AP2,False
RPL23AP6,False
LINC01347,True
RAD51AP2,False
ZFYVE9P2,False
LINC00612,False
PPIAP79,False
APOC1P1,False
KRT16P1,False
SEM1P1,False
EVPLL,True
DCDC2C,True
SRSF9P1,False
TPM3P4,False
LINC02981,False
SMTNL1,False
MED28P1,False
RPL5P31,False
OR7E5P,False
TMEM14DP,False
FAM177A1P1,False
RPS9P1,True
TRIM64C,True
USP8P1,False
LINC00243,False
RPSAP55,False
PNMA6E,False
LINC01588,True
RPS15AP3,False
DUTP8,False
RPL23AP3,False
HLA-F-AS1,False
RPL36AP52,False
SPATA31D1,False
KRT8P6,False
NPIPA8,False
ZSWIM7,False
GPR33,False
ARHGEF28,False
TBC1D26,False
LRRC69,True
CRPPA,False
NT5DC1P2,False
NPIPA7,True
CHCHD3P3,False
PPIAP29,False
VDAC2P1,False
GSG1L2,False
RPL7AP26,False
AKAP17BP,False
CCNB2P1,False
GAPDHP77,False
RPL23AP59,False
RPL15P20,False
MESTP4,False
HSPD1P7,False
CHCHD2P2,True
DNAJA1P3,False
ACSM4,False
RTL10,False
RPL24P7,False
COL28A1,False
PHB2,False
TCP11X2,False
RPL13P12,False
GNL3LP1,False
DSTNP4,False
FDPSP5,False
VENTXP2,False
CD27-AS1,True
NEURL4,False
GLULP6,False
GRID2IP,False
PRDX2P1,False
HNRNPCP10,False
PKMP5,False
RPL21P2,False
DUSP8P1,False
ALOX12-AS1,False
ANXA2R-AS1,False
XRCC6P5,False
GTF3C6P1,False
NPM1P24,True
RPS5P3,False
KRT18P11,False
EEF1A1P29,False
IFITM8P,False
TERF1P4,False
TTC3P1,False
UGT2B25P,False
FAM74A1,False
CXorf49B,False
UBXN2B,False
CXorf49,False
LINC00588,True
SOCS6P1,True
AMD1P4,False
ZNG1F,False
SYT14P1,False
C16orf90,False
PRSS41,True
KRT18P32,False
ABCD1P2,False
GUSBP18,False
OR7E122P,False
LINC00269,False
TCEA1P3,False
ATXN7L3P1,False
NLRP2B,False
IGLV8OR8-1,False
MAPK6P4,False
MUC5AC,True
MSMP,True
RPS12P16,False
GOLGA6B,False
FAM166B,False
LINC00680,False
PEX26,False
BASP1-AS1,False
PGAM4P1,False
YWHAZP6,False
GRXCR1,False
TRBV24OR9-2,False
KRT18P60,False
RBMXP2,False
C5orf49,False
UBE2QL1,False
UBA52P6,False
CYP51A1P3,False
NUTF2P5,False
LINC01020,False
RPL7P33,False
LINC02449,False
LINC02649,False
LINC02982,True
FASTKD5,False
GOLGA8B,False
DHRS4-AS1,False
KCNU1,False
RPL10AP3,False
AKR1C7P,True
GAGE12G,False
TOMM40P2,False
GAGE10,True
RNF212B,False
RPS7P6,False
HMGB3P24,False
CHMP5P1,False
SRSF6P1,False
TMCO5B,True
DDX3X,False
WHAMMP4,False
VPS16,False
NPM1P12,False
RPL6P30,False
THUMPD1P1,True
EIF5P1,False
ASS1P10,False
GPX1P2,False
KRT18P23,False
ZNF705CP,False
ZNF705D,False
SLC25A5P1,False
MRPL3P1,False
PPIAP1,False
C1QBPP1,False
FAM90A24P,False
ZNF705B,False
HSPD1P8,False
TMED11P,False
BOD1P2,False
RPL37P3,False
DEFB108C,False
ZNF705G,False
FAM90A5P,False
FAM66B,False
MYL5,False
DEFT1P,False
MIR99AHG,False
ACTG1P3,False
SCRT2,True
HMGB3P7,False
LL22NC01-81G9.3,False
PSMA6P1,True
MIR17HG,False
PEX12P1,False
ZNF407,True
MCM3AP-AS1,False
NPEPL1,False
CTAGE12P,False
SRMP1,False
ZNF663P,True
KRTAP10-4,False
KRTAP10-1,False
BCRP4,False
RPS8P3,False
AATBC,False
RPL27AP,False
RPL17-C18orf32,False
SKOR2,False
SIAH3,False
RCN1P1,False
CES5AP1,False
OR7E37P,False
BCRP3,True
CALM2P3,False
LINC00598,True
ARL2BPP3,False
HNRNPA1P7,False
FAM230B,False
TPTE2P4,False
RBMY2DP,False
IFIT1P1,False
RPS4XP4,False
EFCAB8,True
LINC00189,False
ZNF736P11Y,False
RBMY2CP,False
BCRP7,True
DEFB116,False
DKKL1P1,False
DEFB115,True
FRG1JP,False
KRT18P3,False
ANKRD20A11P,False
TTTY5,False
CNN2P7,False
GAB4,False
GRK6P1,False
ESRRAP1,False
BCORP1,False
ASS1P6,False
KANK1P1,False
C20orf202,False
TSPY24P,False
ZNF92P1Y,False
ZNF962P,False
KRT18P35,False
HMX1,False
GUSBP9,False
GCGR,False
RSC1A1,True
CELA2B,False
TMEM242,False
TMEM167B,False
MFFP1,False
MRPL20P1,False
TAF9BP2,False
ARHGAP27P1-BPTFP1-KPNA2P3,False
LRRC37A14P,False
FAM72D,True
CFL1P6,False
TNFRSF25,False
SLC35E2A,False
RSL24D1P4,False
RFKP1,False
KRT18P65,False
LINC01139,False
BTNL10P,False
ZNF847P,False
ZC3H11B,False
KRT18P12,False
QRSL1P1,False
FMO9P,True
SDHAP2,False
TSTD1,False
MPTX1,False
RPTN,False
PDZK1P1,True
NBPF7P,False
LINC01356,False
KRT18P57,False
FEN1P1,False
CAPNS1P1,False
ST13P20,False
MARCKSL1P2,False
LINC02337,False
CYB5RL,False
ZNF859P,False
RPL23AP17,False
HSPA5P1,False
EEF1A1P46,False
SELENOWP1,False
RPL36P5,True
LACTBL1,True
CROCCP2,False
BRWD1P1,False
C1orf167,True
TTC34,False
MMP23A,False
ATAD3C,True
MIR942,False
MIR190B,False
MIR873,False
MIR892A,False
MIR921,False
MIR300,False
MIR297,False
MIR876,False
MIR933,False
MIR208B,False
MIR450B,False
MIR888,False
MIR874,False
MIR298,False
MIR938,False
MIR891A,False
MIR944,False
MIR934,False
MIR891B,False
MIR875,False
MIR890,False
MIR887,False
MIR892B,False
MIR889,False
MIR877,False
MIR885,False
MIR941-2,False
MIR513C,False
MIR541,False
MIR8485,False
MIR920,False
MIR941-4,False
FABP12P1,False
KRT19P2,False
H1-12P,False
RPL10P10,False
MRPL42P2,True
RPL37P15,False
RPL7AP36,False
RPL12P2,True
PIMREGP2,False
H2AC2P,False
DUTP5,False
RAET1M,True
RPSAP43,False
IFI30,False
EEF1GP6,False
LINC00955,False
IGSF23,False
GAPDHP72,False
OR2W4P,False
RPL7P25,False
RPL7AP35,False
GAGE12E,False
GLRX3P2,False
CCNYL3,False
RPL8P1,False
CIR1P3,False
COX6A1P3,False
MTND4P13,False
NUDT19P3,False
ANXA2P3,False
HMGA1P7,False
RPL6P17,False
VN1R13P,False
PRRC2CP1,False
MTCH1P1,False
R3HDM2P2,False
TUBB2BP1,False
ZNF736P10Y,False
FGF7P4,False
RBMXP1,False
MTCYBP36,False
RPL17P26,False
DHFRP5,False
LY86-AS1,False
RPS2P55,False
RPL22P12,False
RBM33-DT,False
ZNF603P,True
SOCS5P5,False
GPR89P,False
FAM240C,False
CCDC7,True
RPL7P58,True
RPL21P65,False
HSPD1P10,True
CYP2AC1P,True
RPL10P1,False
TPT1P4,False
MTCO3P31,False
MTCO2P33,False
HMGB3P19,False
RPS29P13,False
PPIAP31,False
FNIP1,False
LARP1P1,False
MTCO2P31,False
ANKRD18EP,True
MTHFD2P2,False
FAM136FP,False
MTCYBP2,False
TFGP1,False
GSTA12P,False
SP9,False
CBX3P9,False
POM121L4P,True
TXNP7,False
RAB1AP2,False
UQCRFS1P3,False
OR2W2P,False
PRELID1P1,True
RPS7P5,False
SSXP10,False
TUBB4BP7,False
AK4P5,False
PSMC1P11,False
RPS4XP9,False
PRELID1P2,False
DDX18P3,False
ISCA1P1,False
SYCE3,True
HMGB1P17,False
RPS16P5,False
IQCB2P,False
CKLF,False
TDGF1P4,False
MDH1P2,False
YWHAZP10,False
PTGES3P2,False
H2BC16P,False
PIMREGP3,False
UBE2V1P15,False
RPS3AP24,False
NUS1P4,False
SERPINB8P1,False
RPS10P3,False
NDUFB4P4,True
CCT7P1,True
NDUFAB1P1,False
FEM1AP3,False
LDHAL6FP,False
ASS1P9,False
FAT1P1,False
HNRNPDP2,False
SNRPEP6,False
RBMXP5,False
H4C10P,False
OR4F7P,False
KRT18P48,True
ZNF839P1,False
HSPE1P8,True
SEPTIN14P6,False
PAM16,False
NOC2LP2,False
KRT19P1,False
ZKSCAN8P2,False
RBM38-AS1,False
THAP12P5,False
RPL31P33,False
ADAMTS7P4,True
RSL24D1P1,False
DNAJA1P4,False
KIRREL3-AS3,False
ERHP2,False
KRT18P22,False
SLC25A5P7,False
KRT8P43,False
POM121L14P,False
HLFP1,False
RPS20P32,True
RPS27AP11,True
FTH1P26,False
TATDN2P2,False
NEPNP,False
RPA3P2,False
RPS4XP7,False
H2AC9P,False
MORF4L1P1,True
RPL22P14,False
CDC14C,False
TENM3,False
HNRNPA1P1,False
LYPLA1P3,True
RPS3AP23,False
LINC01644,False
RAET1K,True
SUMO2P13,False
SLC25A20P1,False
GPC1-AS1,False
NDUFS5P1,False
NIP7P3,False
HNRNPA1P19,False
RPS27P15,False
ACTG1P18,False
RPL6P18,False
FCF1P10,False
H2AZP3,False
LINC00339,False
SPTLC1P2,False
MIF-AS1,False
OR4K12P,False
HNRNPA1P37,False
GAPDHP63,False
RPL7P28,False
RPL5P20,False
LINC03010,False
BRD7P4,False
RPL5P21,False
H2AC10P,False
ST13P16,False
RPL12P23,False
B3GALNT2P1,False
KRT18P44,False
CEBPZOS,False
DBIP1,False
RPL36P9,False
RPL18AP8,False
FAM8A6P,False
MTATP6P31,False
HSPD1P16,False
GSTM2P1,False
TDRD15,True
PAPOLB,True
FAM138C,False
CNN3P1,False
SLC25A6P6,False
NUFIP1P1,False
ZNF579,False
SUMO2P12,False
TUBB8P2,False
PTMAP3,False
NACAP7,True
IMPDH1P9,False
FTH1P15,False
CCNG1P1,False
ARL4AP5,False
RPS3AP2,False
TRIM51FP,True
CELA3B,False
SOD1P1,False
NPM1P37,False
MTND4LP19,False
DHFRP6,False
HNRNPA3P12,False
RPL23AP48,False
TYMSP1,False
RPS4XP8,False
PPIAP87,False
HMGB1P20,False
FTH1P19,False
CACYBPP3,False
RNASEK,False
RPL12P47,False
AMZ2P2,False
RPS6P7,False
NPM1P38,False
OR2E1P,False
RPS20P2,False
VN1R8P,False
PIP5K1P1,True
MRPL42P3,False
RPL31P52,False
RPSAP72,False
ZNF299P,False
ATF1P1,False
ZNF602P,False
HSPA8P15,False
MBL3P,False
BTBD10P2,False
CATSPERZ,False
TAFA5,False
RPL23P8,False
RPSAP42,False
NBPF1,False
TPT1P8,False
FTH1P8,True
SELENOKP2,False
UMAD1,False
RPL17P25,False
ZPR1P1,False
HNRNPA1P58,False
NCSTNP1,False
PPP1R3G,False
HIGD1AP16,False
FAM228B,False
CYCSP17,False
BMPR1AP1,False
GCNT1P4,False
ZNF433-AS1,False
BECN1P2,False
FGF7P8,False
PTCHD3P3,False
RAP1BP3,False
RPL26P20,False
CD83P1,False
RPL32P16,False
VN1R11P,False
RPSAP45,False
RPL21P67,False
OSTCP6,False
PPIAP9,False
ATP5PBP6,False
ARF1P1,False
RPL23AP47,False
RPL31P28,False
BRK1P1,False
GAPDHP42,False
ZSCAN12P1,True
RPL35P3,False
OR7E104P,False
GAPDHP67,False
RPL12P8,False
SPTLC1P3,False
KRT18P50,False
BTF3P7,False
LINGO3,False
RPL7P27,False
LAP3P1,False
MTCYBP4,False
MRPL32P1,False
CPSF1P2,False
HNRNPA1P12,False
LINC02076,False
MTRES1P1,False
HMGB3P18,False
ZGLP1,True
VAMP2,False
OR4F1P,False
RPS24P12,False
ZNF402P,False
ACTBP8,False
HNRNPH1P1,False
RPL35AP18,False
H2BC19P,False
MTCO1P56,False
PPIAP74,False
H3P28,False
GSTA8P,False
KRT8P42,False
FCF1P5,False
TUBB3P1,False
SLC25A51P1,False
YAP1P1,False
EIF4EBP2P3,False
MTND4LP20,False
PGAM1P10,False
ASS1P1,False
PPIHP2,False
RPL5P19,False
HMGB1P13,True
PKMP3,False
HTR5A-AS1,False
VN1R12P,True
RPL35P2,False
DDX18P6,False
TUBBP9,False
SSR1P1,False
KRASP1,True
RCC2P7,False
OR1F12P,False
H3P27,False
